,Unnamed: 0,filename,label,species
71,71,xc102935.flac,5,Acrocephalusschoenobaenus
72,72,xc125848.flac,5,Acrocephalusschoenobaenus
73,73,xc183428.flac,5,Acrocephalusschoenobaenus
74,74,xc125855.flac,5,Acrocephalusschoenobaenus
75,75,xc125857.flac,5,Acrocephalusschoenobaenus
76,76,xc125858.flac,5,Acrocephalusschoenobaenus
77,77,xc181156.flac,5,Acrocephalusschoenobaenus
78,78,xc133930.flac,5,Acrocephalusschoenobaenus
79,79,xc133931.flac,5,Acrocephalusschoenobaenus
80,80,xc133932.flac,5,Acrocephalusschoenobaenus
81,81,xc133933.flac,5,Acrocephalusschoenobaenus
82,82,xc133934.flac,5,Acrocephalusschoenobaenus
83,83,xc133935.flac,5,Acrocephalusschoenobaenus
84,84,xc133936.flac,5,Acrocephalusschoenobaenus
85,85,xc133937.flac,5,Acrocephalusschoenobaenus
86,86,xc100830.flac,5,Acrocephalusschoenobaenus
87,87,xc108276.flac,5,Acrocephalusschoenobaenus
88,88,xc101947.flac,5,Acrocephalusschoenobaenus
89,89,xc71741.flac,5,Acrocephalusschoenobaenus
90,90,xc180928.flac,5,Acrocephalusschoenobaenus
91,91,xc24897.flac,5,Acrocephalusschoenobaenus
92,92,xc56909.flac,5,Acrocephalusschoenobaenus
93,93,xc56911.flac,5,Acrocephalusschoenobaenus
94,94,xc56912.flac,5,Acrocephalusschoenobaenus
95,95,xc120663.flac,5,Acrocephalusschoenobaenus
96,96,xc120664.flac,5,Acrocephalusschoenobaenus
97,97,xc120665.flac,5,Acrocephalusschoenobaenus
98,98,xc120666.flac,5,Acrocephalusschoenobaenus
99,99,xc183134.flac,5,Acrocephalusschoenobaenus
100,100,xc76767.flac,5,Acrocephalusschoenobaenus
101,101,xc76768.flac,5,Acrocephalusschoenobaenus
102,102,xc76769.flac,5,Acrocephalusschoenobaenus
103,103,xc76770.flac,5,Acrocephalusschoenobaenus
104,104,xc76771.flac,5,Acrocephalusschoenobaenus
105,105,xc76772.flac,5,Acrocephalusschoenobaenus
106,106,xc76773.flac,5,Acrocephalusschoenobaenus
107,107,xc76775.flac,5,Acrocephalusschoenobaenus
108,108,xc76776.flac,5,Acrocephalusschoenobaenus
109,109,xc76777.flac,5,Acrocephalusschoenobaenus
110,110,xc76778.flac,5,Acrocephalusschoenobaenus
111,111,xc108274.flac,5,Acrocephalusschoenobaenus
112,112,xc145652.flac,5,Acrocephalusschoenobaenus
113,113,xc178218.flac,5,Acrocephalusschoenobaenus
114,114,xc36480.flac,6,Acrocephalusscirpaceus
115,115,xc100612.flac,6,Acrocephalusscirpaceus
116,116,xc183429.flac,6,Acrocephalusscirpaceus
117,117,xc24971.flac,6,Acrocephalusscirpaceus
118,118,xc124047.flac,6,Acrocephalusscirpaceus
119,119,xc124048.flac,6,Acrocephalusscirpaceus
120,120,xc124049.flac,6,Acrocephalusscirpaceus
121,121,xc124050.flac,6,Acrocephalusscirpaceus
122,122,xc124051.flac,6,Acrocephalusscirpaceus
123,123,xc124052.flac,6,Acrocephalusscirpaceus
124,124,xc124053.flac,6,Acrocephalusscirpaceus
125,125,xc124054.flac,6,Acrocephalusscirpaceus
126,126,xc132356.flac,6,Acrocephalusscirpaceus
127,127,xc179622.flac,6,Acrocephalusscirpaceus
128,128,xc71735.flac,6,Acrocephalusscirpaceus
129,129,xc180939.flac,6,Acrocephalusscirpaceus
130,130,xc180941.flac,6,Acrocephalusscirpaceus
131,131,xc43600.flac,6,Acrocephalusscirpaceus
132,132,xc180190.flac,6,Acrocephalusscirpaceus
133,133,xc27999.flac,6,Acrocephalusscirpaceus
134,134,xc175377.flac,6,Acrocephalusscirpaceus
135,135,xc24939.flac,6,Acrocephalusscirpaceus
136,136,xc78971.flac,6,Acrocephalusscirpaceus
137,137,xc97599.flac,7,Acrocephalustaiti
138,138,xc97378.flac,8,Acrocephalusvaughani
139,139,xc123009.flac,9,Actitishypoleucos
140,140,xc121732.flac,9,Actitishypoleucos
141,141,xc121733.flac,9,Actitishypoleucos
142,142,xc121736.flac,9,Actitishypoleucos
143,143,xc121737.flac,9,Actitishypoleucos
144,144,xc121739.flac,9,Actitishypoleucos
145,145,xc121741.flac,9,Actitishypoleucos
146,146,xc121744.flac,9,Actitishypoleucos
147,147,xc121746.flac,9,Actitishypoleucos
148,148,xc121748.flac,9,Actitishypoleucos
149,149,xc121749.flac,9,Actitishypoleucos
150,150,xc29462.flac,9,Actitishypoleucos
151,151,xc121751.flac,9,Actitishypoleucos
152,152,xc121753.flac,9,Actitishypoleucos
153,153,xc121754.flac,9,Actitishypoleucos
154,154,xc121755.flac,9,Actitishypoleucos
155,155,xc122917.flac,9,Actitishypoleucos
156,156,xc122919.flac,9,Actitishypoleucos
157,157,xc122920.flac,9,Actitishypoleucos
158,158,xc76756.flac,9,Actitishypoleucos
159,159,xc37488.flac,9,Actitishypoleucos
160,160,xc122997.flac,9,Actitishypoleucos
161,161,xc122999.flac,9,Actitishypoleucos
162,162,xc123000.flac,9,Actitishypoleucos
163,163,xc29460.flac,9,Actitishypoleucos
164,164,xc123002.flac,9,Actitishypoleucos
165,165,xc123004.flac,9,Actitishypoleucos
166,166,xc123005.flac,9,Actitishypoleucos
167,167,xc123006.flac,9,Actitishypoleucos
168,168,xc90114.flac,10,Aegithaloscaudatus
169,169,xc74499.flac,10,Aegithaloscaudatus
170,170,xc122116.flac,10,Aegithaloscaudatus
171,171,xc122117.flac,10,Aegithaloscaudatus
172,172,xc122118.flac,10,Aegithaloscaudatus
173,173,xc122119.flac,10,Aegithaloscaudatus
174,174,xc122120.flac,10,Aegithaloscaudatus
175,175,xc122121.flac,10,Aegithaloscaudatus
176,176,xc169483.flac,10,Aegithaloscaudatus
177,177,xc169485.flac,10,Aegithaloscaudatus
178,178,xc93829.flac,10,Aegithaloscaudatus
179,179,xc25105.flac,10,Aegithaloscaudatus
180,180,xc122139.flac,10,Aegithaloscaudatus
181,181,xc91141.flac,10,Aegithaloscaudatus
182,182,xc168224.flac,10,Aegithaloscaudatus
188,188,xc27573.flac,10,Aegithaloscaudatus
189,189,xc170294.flac,10,Aegithaloscaudatus
190,190,xc170296.flac,10,Aegithaloscaudatus
191,191,xc113082.flac,10,Aegithaloscaudatus
192,192,xc65141.flac,10,Aegithaloscaudatus
193,193,xc114614.flac,10,Aegithaloscaudatus
194,194,xc78406.flac,10,Aegithaloscaudatus
195,195,xc128853.flac,10,Aegithaloscaudatus
196,196,xc121971.flac,10,Aegithaloscaudatus
197,197,xc121972.flac,10,Aegithaloscaudatus
198,198,xc121973.flac,10,Aegithaloscaudatus
199,199,xc121974.flac,10,Aegithaloscaudatus
200,200,xc121975.flac,10,Aegithaloscaudatus
201,201,xc101371.flac,10,Aegithaloscaudatus
202,202,xc96992.flac,11,Aixgalericulata
203,203,xc96997.flac,11,Aixgalericulata
204,204,xc24904.flac,11,Aixgalericulata
205,205,xc97002.flac,11,Aixgalericulata
206,206,xc97003.flac,11,Aixgalericulata
207,207,xc97004.flac,11,Aixgalericulata
208,208,xc97038.flac,11,Aixgalericulata
209,209,xc118324.flac,11,Aixgalericulata
210,210,xc118326.flac,11,Aixgalericulata
211,211,xc42687.flac,11,Aixgalericulata
212,212,xc169475.flac,12,Alaudaarvensis
213,213,xc183430.flac,12,Alaudaarvensis
214,214,xc49941.flac,12,Alaudaarvensis
216,216,xc123169.flac,12,Alaudaarvensis
217,217,xc123170.flac,12,Alaudaarvensis
218,218,xc181292.flac,12,Alaudaarvensis
219,219,xc169009.flac,12,Alaudaarvensis
220,220,xc71734.flac,12,Alaudaarvensis
221,221,xc26167.flac,12,Alaudaarvensis
222,222,xc28600.flac,12,Alaudaarvensis
223,223,xc26169.flac,12,Alaudaarvensis
225,225,xc169020.flac,12,Alaudaarvensis
226,226,xc176202.flac,12,Alaudaarvensis
227,227,xc181577.flac,12,Alaudaarvensis
235,235,xc102092.flac,12,Alaudaarvensis
236,236,xc102093.flac,12,Alaudaarvensis
238,238,xc26168.flac,12,Alaudaarvensis
239,239,xc158166.flac,12,Alaudaarvensis
240,240,xc168377.flac,12,Alaudaarvensis
241,241,xc170202.flac,12,Alaudaarvensis
242,242,xc170205.flac,12,Alaudaarvensis
243,243,xc184543.flac,12,Alaudaarvensis
246,246,xc94579.flac,12,Alaudaarvensis
247,247,xc94580.flac,12,Alaudaarvensis
248,248,xc94581.flac,12,Alaudaarvensis
249,249,xc180733.flac,12,Alaudaarvensis
250,250,xc180734.flac,12,Alaudaarvensis
251,251,xc139107.flac,13,Alcatorda
252,252,xc113093.flac,13,Alcatorda
255,255,xc109700.flac,15,Alopochenaegyptiaca
256,256,xc96265.flac,15,Alopochenaegyptiaca
257,257,xc25591.flac,15,Alopochenaegyptiaca
258,258,xc168369.flac,15,Alopochenaegyptiaca
259,259,xc167603.flac,15,Alopochenaegyptiaca
260,260,xc113364.flac,15,Alopochenaegyptiaca
261,261,xc72727.flac,15,Alopochenaegyptiaca
262,262,xc72728.flac,15,Alopochenaegyptiaca
263,263,xc131609.flac,15,Alopochenaegyptiaca
264,264,xc29055.flac,15,Alopochenaegyptiaca
265,265,xc113185.flac,16,Anasacuta
266,266,xc113186.flac,16,Anasacuta
267,267,xc161348.flac,16,Anasacuta
268,268,xc113161.flac,16,Anasacuta
269,269,xc113162.flac,16,Anasacuta
270,270,xc113164.flac,16,Anasacuta
271,271,xc127474.flac,16,Anasacuta
272,272,xc54034.flac,16,Anasacuta
273,273,xc129047.flac,16,Anasacuta
274,274,xc106943.flac,16,Anasacuta
275,275,xc42544.flac,17,Anasclypeata
276,276,xc37573.flac,17,Anasclypeata
277,277,xc74951.flac,17,Anasclypeata
278,278,xc107278.flac,17,Anasclypeata
279,279,xc163376.flac,17,Anasclypeata
280,280,xc112786.flac,17,Anasclypeata
281,281,xc112787.flac,17,Anasclypeata
282,282,xc75991.flac,17,Anasclypeata
283,283,xc110104.flac,17,Anasclypeata
284,284,xc127773.flac,17,Anasclypeata
285,285,xc64736.flac,18,Anascrecca
286,286,xc161957.flac,18,Anascrecca
287,287,xc24924.flac,18,Anascrecca
288,288,xc141006.flac,18,Anascrecca
289,289,xc113457.flac,18,Anascrecca
290,290,xc37491.flac,18,Anascrecca
291,291,xc65719.flac,18,Anascrecca
292,292,xc24923.flac,18,Anascrecca
293,293,xc110332.flac,18,Anascrecca
294,294,xc93213.flac,18,Anascrecca
295,295,xc29058.flac,19,Anaspenelope
296,296,xc65796.flac,19,Anaspenelope
297,297,xc83877.flac,19,Anaspenelope
298,298,xc176488.flac,19,Anaspenelope
299,299,xc143305.flac,19,Anaspenelope
300,300,xc92776.flac,19,Anaspenelope
301,301,xc94194.flac,19,Anaspenelope
302,302,xc94195.flac,19,Anaspenelope
303,303,xc37499.flac,19,Anaspenelope
304,304,xc28030.flac,19,Anaspenelope
305,305,xc29280.flac,20,Anasplatyrhynchos
306,306,xc152640.flac,20,Anasplatyrhynchos
307,307,xc37508.flac,20,Anasplatyrhynchos
308,308,xc94184.flac,20,Anasplatyrhynchos
309,309,xc127375.flac,20,Anasplatyrhynchos
310,310,xc113968.flac,20,Anasplatyrhynchos
311,311,xc113587.flac,20,Anasplatyrhynchos
312,312,xc26966.flac,20,Anasplatyrhynchos
313,313,xc169884.flac,20,Anasplatyrhynchos
314,314,xc78495.flac,20,Anasplatyrhynchos
315,315,xc169825.flac,21,Anasstrepera
316,316,xc83940.flac,21,Anasstrepera
317,317,xc109629.flac,21,Anasstrepera
318,318,xc131693.flac,21,Anasstrepera
319,319,xc26959.flac,21,Anasstrepera
320,320,xc28530.flac,21,Anasstrepera
321,321,xc131892.flac,21,Anasstrepera
322,322,xc131652.flac,21,Anasstrepera
323,323,xc42203.flac,21,Anasstrepera
324,324,xc135261.flac,21,Anasstrepera
325,325,xc97634.flac,22,Anousminutus
326,326,xc141446.flac,22,Anousminutus
327,327,xc97610.flac,22,Anousminutus
328,328,xc166027.flac,22,Anousminutus
329,329,xc121614.flac,22,Anousminutus
330,330,xc166031.flac,22,Anousminutus
331,331,xc18512.flac,22,Anousminutus
332,332,xc121618.flac,22,Anousminutus
333,333,xc166036.flac,22,Anousminutus
334,334,xc128867.flac,23,Anseralbifrons
335,335,xc126020.flac,23,Anseralbifrons
336,336,xc128870.flac,23,Anseralbifrons
337,337,xc126054.flac,23,Anseralbifrons
338,338,xc125993.flac,23,Anseralbifrons
339,339,xc126034.flac,23,Anseralbifrons
340,340,xc131313.flac,23,Anseralbifrons
341,341,xc123890.flac,23,Anseralbifrons
342,342,xc123891.flac,23,Anseralbifrons
343,343,xc123892.flac,23,Anseralbifrons
344,344,xc124009.flac,23,Anseralbifrons
345,345,xc118578.flac,23,Anseralbifrons
346,346,xc126046.flac,23,Anseralbifrons
347,347,xc183424.flac,24,Anseranser
348,348,xc183425.flac,24,Anseranser
349,349,xc121760.flac,24,Anseranser
350,350,xc158150.flac,24,Anseranser
351,351,xc158151.flac,24,Anseranser
352,352,xc177096.flac,24,Anseranser
353,353,xc183423.flac,24,Anseranser
354,354,xc177101.flac,24,Anseranser
355,355,xc177104.flac,24,Anseranser
356,356,xc177106.flac,24,Anseranser
357,357,xc177078.flac,24,Anseranser
358,358,xc177082.flac,24,Anseranser
359,359,xc70747.flac,24,Anseranser
360,360,xc30204.flac,24,Anseranser
361,361,xc121759.flac,24,Anseranser
362,362,xc83938.flac,25,Anserbrachyrhynchus
363,363,xc83939.flac,25,Anserbrachyrhynchus
364,364,xc71722.flac,25,Anserbrachyrhynchus
365,365,xc91627.flac,25,Anserbrachyrhynchus
366,366,xc42572.flac,25,Anserbrachyrhynchus
367,367,xc91632.flac,25,Anserbrachyrhynchus
368,368,xc65142.flac,25,Anserbrachyrhynchus
369,369,xc111863.flac,25,Anserbrachyrhynchus
370,370,xc127994.flac,25,Anserbrachyrhynchus
371,371,xc24927.flac,25,Anserbrachyrhynchus
372,372,xc24931.flac,26,Anthuspetrosus
373,373,xc150116.flac,26,Anthuspetrosus
374,374,xc92938.flac,26,Anthuspetrosus
375,375,xc108267.flac,26,Anthuspetrosus
376,376,xc94444.flac,26,Anthuspetrosus
377,377,xc182867.flac,26,Anthuspetrosus
378,378,xc29044.flac,26,Anthuspetrosus
379,379,xc94443.flac,26,Anthuspetrosus
380,380,xc89987.flac,26,Anthuspetrosus
381,381,xc24895.flac,26,Anthuspetrosus
382,382,xc138979.flac,27,Anthuspratensis
383,383,xc151273.flac,27,Anthuspratensis
384,384,xc151278.flac,27,Anthuspratensis
385,385,xc177327.flac,27,Anthuspratensis
386,386,xc28398.flac,27,Anthuspratensis
387,387,xc30614.flac,27,Anthuspratensis
388,388,xc42681.flac,27,Anthuspratensis
389,389,xc133917.flac,27,Anthuspratensis
390,390,xc133918.flac,27,Anthuspratensis
391,391,xc142431.flac,27,Anthuspratensis
392,392,xc90049.flac,28,Anthusrichardi
393,393,xc65137.flac,28,Anthusrichardi
394,394,xc166440.flac,28,Anthusrichardi
395,395,xc97418.flac,28,Anthusrichardi
396,396,xc61960.flac,28,Anthusrichardi
398,398,xc147774.flac,28,Anthusrichardi
399,399,xc61943.flac,28,Anthusrichardi
400,400,xc113403.flac,28,Anthusrichardi
401,401,xc111932.flac,28,Anthusrichardi
402,402,xc65790.flac,28,Anthusrichardi
403,403,xc75876.flac,29,Anthusspinoletta
404,404,xc91178.flac,29,Anthusspinoletta
405,405,xc182125.flac,29,Anthusspinoletta
406,406,xc110675.flac,29,Anthusspinoletta
407,407,xc75925.flac,29,Anthusspinoletta
408,408,xc136182.flac,29,Anthusspinoletta
409,409,xc136183.flac,29,Anthusspinoletta
410,410,xc24921.flac,29,Anthusspinoletta
411,411,xc135325.flac,29,Anthusspinoletta
412,412,xc181342.flac,29,Anthusspinoletta
413,413,xc174977.flac,30,Anthustrivialis
414,414,xc99299.flac,30,Anthustrivialis
415,415,xc175980.flac,30,Anthustrivialis
416,416,xc183982.flac,30,Anthustrivialis
417,417,xc33395.flac,30,Anthustrivialis
418,418,xc179518.flac,30,Anthustrivialis
419,419,xc75459.flac,30,Anthustrivialis
420,420,xc83705.flac,30,Anthustrivialis
421,421,xc70717.flac,30,Anthustrivialis
422,422,xc91091.flac,30,Anthustrivialis
423,423,xc67618.flac,31,Aptenodytespatagonicus
424,424,xc67619.flac,31,Aptenodytespatagonicus
425,425,xc155982.flac,31,Aptenodytespatagonicus
426,426,xc34703.flac,31,Aptenodytespatagonicus
427,427,xc102736.flac,31,Aptenodytespatagonicus
428,428,xc34706.flac,31,Aptenodytespatagonicus
429,429,xc34707.flac,31,Aptenodytespatagonicus
430,430,xc115765.flac,31,Aptenodytespatagonicus
431,431,xc157208.flac,31,Aptenodytespatagonicus
432,432,xc172378.flac,31,Aptenodytespatagonicus
433,433,xc139552.flac,32,Apusapus
434,434,xc138594.flac,32,Apusapus
435,435,xc27236.flac,32,Apusapus
436,436,xc67307.flac,32,Apusapus
437,437,xc77645.flac,32,Apusapus
438,438,xc180272.flac,32,Apusapus
439,439,xc184145.flac,32,Apusapus
440,440,xc37490.flac,32,Apusapus
441,441,xc90364.flac,32,Apusapus
442,442,xc139551.flac,32,Apusapus
443,443,xc113091.flac,33,Aquilachrysaetos
444,444,xc156772.flac,33,Aquilachrysaetos
445,445,xc110501.flac,33,Aquilachrysaetos
446,446,xc70431.flac,33,Aquilachrysaetos
447,447,xc41188.flac,34,Ardeacinerea
448,448,xc24946.flac,34,Ardeacinerea
449,449,xc37646.flac,34,Ardeacinerea
450,450,xc44591.flac,34,Ardeacinerea
451,451,xc169905.flac,34,Ardeacinerea
452,452,xc96434.flac,34,Ardeacinerea
453,453,xc25592.flac,34,Ardeacinerea
454,454,xc128950.flac,34,Ardeacinerea
455,455,xc175576.flac,34,Ardeacinerea
456,456,xc136189.flac,34,Ardeacinerea
457,457,xc172385.flac,35,Arenariainterpres
458,458,xc94193.flac,35,Arenariainterpres
459,459,xc156947.flac,35,Arenariainterpres
460,460,xc108073.flac,35,Arenariainterpres
461,461,xc108075.flac,35,Arenariainterpres
462,462,xc180273.flac,35,Arenariainterpres
463,463,xc160883.flac,35,Arenariainterpres
464,464,xc108564.flac,35,Arenariainterpres
465,465,xc108566.flac,35,Arenariainterpres
466,466,xc92945.flac,35,Arenariainterpres
467,467,xc133187.flac,36,Asioflammeus
468,468,xc133188.flac,36,Asioflammeus
469,469,xc49577.flac,36,Asioflammeus
470,470,xc146475.flac,36,Asioflammeus
471,471,xc27372.flac,36,Asioflammeus
472,472,xc48752.flac,36,Asioflammeus
473,473,xc45396.flac,36,Asioflammeus
474,474,xc139414.flac,36,Asioflammeus
475,475,xc46329.flac,36,Asioflammeus
476,476,xc90428.flac,36,Asioflammeus
477,477,xc135552.flac,37,Asiootus
478,478,xc42326.flac,37,Asiootus
479,479,xc102826.flac,37,Asiootus
480,480,xc167698.flac,37,Asiootus
481,481,xc152597.flac,37,Asiootus
482,482,xc166678.flac,37,Asiootus
483,483,xc148920.flac,37,Asiootus
484,484,xc148921.flac,37,Asiootus
485,485,xc181757.flac,37,Asiootus
486,486,xc181758.flac,37,Asiootus
487,487,xc145568.flac,38,Athenenoctua
488,488,xc145569.flac,38,Athenenoctua
489,489,xc140835.flac,38,Athenenoctua
490,490,xc181766.flac,38,Athenenoctua
491,491,xc121557.flac,38,Athenenoctua
492,492,xc121558.flac,38,Athenenoctua
493,493,xc121559.flac,38,Athenenoctua
494,494,xc24920.flac,38,Athenenoctua
495,495,xc28989.flac,38,Athenenoctua
496,496,xc145566.flac,38,Athenenoctua
497,497,xc102816.flac,39,Aythyaferina
498,498,xc102817.flac,39,Aythyaferina
499,499,xc138178.flac,39,Aythyaferina
500,500,xc102819.flac,39,Aythyaferina
501,501,xc97766.flac,39,Aythyaferina
502,502,xc184457.flac,39,Aythyaferina
503,503,xc100882.flac,39,Aythyaferina
504,504,xc44719.flac,39,Aythyaferina
505,505,xc100624.flac,39,Aythyaferina
506,506,xc164146.flac,39,Aythyaferina
507,507,xc83972.flac,40,Aythyafuligula
508,508,xc167721.flac,40,Aythyafuligula
509,509,xc111191.flac,40,Aythyafuligula
510,510,xc35211.flac,40,Aythyafuligula
511,511,xc138253.flac,40,Aythyafuligula
512,512,xc138831.flac,40,Aythyafuligula
513,513,xc138103.flac,40,Aythyafuligula
514,514,xc78136.flac,40,Aythyafuligula
515,515,xc25082.flac,40,Aythyafuligula
516,516,xc43582.flac,40,Aythyafuligula
517,517,xc92481.flac,41,Bombycillagarrulus
518,518,xc113539.flac,41,Bombycillagarrulus
519,519,xc144897.flac,41,Bombycillagarrulus
520,520,xc70376.flac,41,Bombycillagarrulus
521,521,xc153816.flac,41,Bombycillagarrulus
522,522,xc111347.flac,41,Bombycillagarrulus
523,523,xc113684.flac,41,Bombycillagarrulus
524,524,xc170518.flac,41,Bombycillagarrulus
525,525,xc153176.flac,41,Bombycillagarrulus
526,526,xc111348.flac,41,Bombycillagarrulus
527,527,xc98800.flac,42,Botaurusstellaris
528,528,xc101954.flac,42,Botaurusstellaris
529,529,xc100296.flac,42,Botaurusstellaris
530,530,xc114314.flac,42,Botaurusstellaris
531,531,xc42541.flac,42,Botaurusstellaris
532,532,xc42542.flac,42,Botaurusstellaris
533,533,xc175024.flac,42,Botaurusstellaris
534,534,xc171445.flac,42,Botaurusstellaris
535,535,xc25558.flac,42,Botaurusstellaris
536,536,xc100831.flac,42,Botaurusstellaris
537,537,xc149154.flac,43,Brantabernicla
538,538,xc181189.flac,43,Brantabernicla
539,539,xc24934.flac,43,Brantabernicla
540,540,xc176200.flac,43,Brantabernicla
541,541,xc92977.flac,43,Brantabernicla
542,542,xc175571.flac,43,Brantabernicla
543,543,xc175572.flac,43,Brantabernicla
544,544,xc175574.flac,43,Brantabernicla
545,545,xc37495.flac,43,Brantabernicla
546,546,xc66132.flac,43,Brantabernicla
547,547,xc29877.flac,44,Brantacanadensis
548,548,xc43587.flac,44,Brantacanadensis
549,549,xc71452.flac,44,Brantacanadensis
550,550,xc24883.flac,44,Brantacanadensis
551,551,xc176489.flac,44,Brantacanadensis
552,552,xc176491.flac,44,Brantacanadensis
553,553,xc30611.flac,44,Brantacanadensis
554,554,xc95381.flac,44,Brantacanadensis
555,555,xc176233.flac,44,Brantacanadensis
556,556,xc94584.flac,44,Brantacanadensis
557,557,xc181369.flac,44,Brantacanadensis
558,558,xc176435.flac,44,Brantacanadensis
559,559,xc176476.flac,44,Brantacanadensis
560,560,xc35578.flac,44,Brantacanadensis
561,561,xc176479.flac,44,Brantacanadensis
562,562,xc99462.flac,45,Brantaleucopsis
563,563,xc111559.flac,45,Brantaleucopsis
564,564,xc111560.flac,45,Brantaleucopsis
565,565,xc125322.flac,45,Brantaleucopsis
566,566,xc53807.flac,45,Brantaleucopsis
567,567,xc92473.flac,45,Brantaleucopsis
568,568,xc88826.flac,45,Brantaleucopsis
569,569,xc27706.flac,45,Brantaleucopsis
570,570,xc27166.flac,45,Brantaleucopsis
571,571,xc164607.flac,45,Brantaleucopsis
572,572,xc28529.flac,46,Brantaruficollis
573,573,xc101103.flac,46,Brantaruficollis
574,574,xc42885.flac,47,Buteobuteo
575,575,xc43149.flac,47,Buteobuteo
576,576,xc167120.flac,47,Buteobuteo
577,577,xc167473.flac,47,Buteobuteo
578,578,xc167507.flac,47,Buteobuteo
579,579,xc167508.flac,47,Buteobuteo
580,580,xc167510.flac,47,Buteobuteo
581,581,xc179895.flac,47,Buteobuteo
582,582,xc179896.flac,47,Buteobuteo
583,583,xc179897.flac,47,Buteobuteo
584,584,xc179898.flac,47,Buteobuteo
585,585,xc157473.flac,48,Calidrisalpina
586,586,xc64738.flac,48,Calidrisalpina
587,587,xc118363.flac,48,Calidrisalpina
588,588,xc149416.flac,48,Calidrisalpina
589,589,xc180425.flac,48,Calidrisalpina
590,590,xc83894.flac,48,Calidrisalpina
591,591,xc37496.flac,48,Calidrisalpina
592,592,xc156058.flac,48,Calidrisalpina
593,593,xc172379.flac,48,Calidrisalpina
594,594,xc161086.flac,48,Calidrisalpina
595,595,xc139703.flac,49,Calidrismelanotos
596,596,xc37992.flac,49,Calidrismelanotos
597,597,xc141707.flac,49,Calidrismelanotos
598,598,xc147096.flac,49,Calidrismelanotos
