Animal name,Path,ID
AMERICAN AVOCET,/home/u668954/Bird_classifier/valid/AMERICAN AVOCET/1.jpg,13
AMERICAN AVOCET,/home/u668954/Bird_classifier/valid/AMERICAN AVOCET/2.jpg,13
AMERICAN AVOCET,/home/u668954/Bird_classifier/valid/AMERICAN AVOCET/3.jpg,13
AMERICAN AVOCET,/home/u668954/Bird_classifier/valid/AMERICAN AVOCET/4.jpg,13
AMERICAN AVOCET,/home/u668954/Bird_classifier/valid/AMERICAN AVOCET/5.jpg,13
AMERICAN BITTERN,/home/u668954/Bird_classifier/valid/AMERICAN BITTERN/1.jpg,14
AMERICAN BITTERN,/home/u668954/Bird_classifier/valid/AMERICAN BITTERN/2.jpg,14
AMERICAN BITTERN,/home/u668954/Bird_classifier/valid/AMERICAN BITTERN/3.jpg,14
AMERICAN BITTERN,/home/u668954/Bird_classifier/valid/AMERICAN BITTERN/4.jpg,14
AMERICAN BITTERN,/home/u668954/Bird_classifier/valid/AMERICAN BITTERN/5.jpg,14
AMERICAN COOT,/home/u668954/Bird_classifier/valid/AMERICAN COOT/1.jpg,15
AMERICAN COOT,/home/u668954/Bird_classifier/valid/AMERICAN COOT/2.jpg,15
AMERICAN COOT,/home/u668954/Bird_classifier/valid/AMERICAN COOT/3.jpg,15
AMERICAN COOT,/home/u668954/Bird_classifier/valid/AMERICAN COOT/4.jpg,15
AMERICAN COOT,/home/u668954/Bird_classifier/valid/AMERICAN COOT/5.jpg,15
AMERICAN FLAMINGO,/home/u668954/Bird_classifier/valid/AMERICAN FLAMINGO/1.jpg,16
AMERICAN FLAMINGO,/home/u668954/Bird_classifier/valid/AMERICAN FLAMINGO/2.jpg,16
AMERICAN FLAMINGO,/home/u668954/Bird_classifier/valid/AMERICAN FLAMINGO/3.jpg,16
AMERICAN FLAMINGO,/home/u668954/Bird_classifier/valid/AMERICAN FLAMINGO/4.jpg,16
AMERICAN FLAMINGO,/home/u668954/Bird_classifier/valid/AMERICAN FLAMINGO/5.jpg,16
AMERICAN GOLDFINCH,/home/u668954/Bird_classifier/valid/AMERICAN GOLDFINCH/1.jpg,17
AMERICAN GOLDFINCH,/home/u668954/Bird_classifier/valid/AMERICAN GOLDFINCH/2.jpg,17
AMERICAN GOLDFINCH,/home/u668954/Bird_classifier/valid/AMERICAN GOLDFINCH/3.jpg,17
AMERICAN GOLDFINCH,/home/u668954/Bird_classifier/valid/AMERICAN GOLDFINCH/4.jpg,17
AMERICAN GOLDFINCH,/home/u668954/Bird_classifier/valid/AMERICAN GOLDFINCH/5.jpg,17
AMERICAN KESTREL,/home/u668954/Bird_classifier/valid/AMERICAN KESTREL/1.jpg,18
AMERICAN KESTREL,/home/u668954/Bird_classifier/valid/AMERICAN KESTREL/2.jpg,18
AMERICAN KESTREL,/home/u668954/Bird_classifier/valid/AMERICAN KESTREL/3.jpg,18
AMERICAN KESTREL,/home/u668954/Bird_classifier/valid/AMERICAN KESTREL/4.jpg,18
AMERICAN KESTREL,/home/u668954/Bird_classifier/valid/AMERICAN KESTREL/5.jpg,18
AMERICAN PIPIT,/home/u668954/Bird_classifier/valid/AMERICAN PIPIT/1.jpg,19
AMERICAN PIPIT,/home/u668954/Bird_classifier/valid/AMERICAN PIPIT/2.jpg,19
AMERICAN PIPIT,/home/u668954/Bird_classifier/valid/AMERICAN PIPIT/3.jpg,19
AMERICAN PIPIT,/home/u668954/Bird_classifier/valid/AMERICAN PIPIT/4.jpg,19
AMERICAN PIPIT,/home/u668954/Bird_classifier/valid/AMERICAN PIPIT/5.jpg,19
AMERICAN REDSTART,/home/u668954/Bird_classifier/valid/AMERICAN REDSTART/1.jpg,20
AMERICAN REDSTART,/home/u668954/Bird_classifier/valid/AMERICAN REDSTART/2.jpg,20
AMERICAN REDSTART,/home/u668954/Bird_classifier/valid/AMERICAN REDSTART/3.jpg,20
AMERICAN REDSTART,/home/u668954/Bird_classifier/valid/AMERICAN REDSTART/4.jpg,20
AMERICAN REDSTART,/home/u668954/Bird_classifier/valid/AMERICAN REDSTART/5.jpg,20
AMERICAN WIGEON,/home/u668954/Bird_classifier/valid/AMERICAN WIGEON/1.jpg,21
AMERICAN WIGEON,/home/u668954/Bird_classifier/valid/AMERICAN WIGEON/2.jpg,21
AMERICAN WIGEON,/home/u668954/Bird_classifier/valid/AMERICAN WIGEON/3.jpg,21
AMERICAN WIGEON,/home/u668954/Bird_classifier/valid/AMERICAN WIGEON/4.jpg,21
AMERICAN WIGEON,/home/u668954/Bird_classifier/valid/AMERICAN WIGEON/5.jpg,21
AMETHYST WOODSTAR,/home/u668954/Bird_classifier/valid/AMETHYST WOODSTAR/1.jpg,22
AMETHYST WOODSTAR,/home/u668954/Bird_classifier/valid/AMETHYST WOODSTAR/2.jpg,22
AMETHYST WOODSTAR,/home/u668954/Bird_classifier/valid/AMETHYST WOODSTAR/3.jpg,22
AMETHYST WOODSTAR,/home/u668954/Bird_classifier/valid/AMETHYST WOODSTAR/4.jpg,22
AMETHYST WOODSTAR,/home/u668954/Bird_classifier/valid/AMETHYST WOODSTAR/5.jpg,22
ANDEAN GOOSE,/home/u668954/Bird_classifier/valid/ANDEAN GOOSE/1.jpg,23
ANDEAN GOOSE,/home/u668954/Bird_classifier/valid/ANDEAN GOOSE/2.jpg,23
ANDEAN GOOSE,/home/u668954/Bird_classifier/valid/ANDEAN GOOSE/3.jpg,23
ANDEAN GOOSE,/home/u668954/Bird_classifier/valid/ANDEAN GOOSE/4.jpg,23
ANDEAN GOOSE,/home/u668954/Bird_classifier/valid/ANDEAN GOOSE/5.jpg,23
ANDEAN LAPWING,/home/u668954/Bird_classifier/valid/ANDEAN LAPWING/1.jpg,24
ANDEAN LAPWING,/home/u668954/Bird_classifier/valid/ANDEAN LAPWING/2.jpg,24
ANDEAN LAPWING,/home/u668954/Bird_classifier/valid/ANDEAN LAPWING/3.jpg,24
ANDEAN LAPWING,/home/u668954/Bird_classifier/valid/ANDEAN LAPWING/4.jpg,24
ANDEAN LAPWING,/home/u668954/Bird_classifier/valid/ANDEAN LAPWING/5.jpg,24
ANDEAN SISKIN,/home/u668954/Bird_classifier/valid/ANDEAN SISKIN/1.jpg,25
ANDEAN SISKIN,/home/u668954/Bird_classifier/valid/ANDEAN SISKIN/2.jpg,25
ANDEAN SISKIN,/home/u668954/Bird_classifier/valid/ANDEAN SISKIN/3.jpg,25
ANDEAN SISKIN,/home/u668954/Bird_classifier/valid/ANDEAN SISKIN/4.jpg,25
ANDEAN SISKIN,/home/u668954/Bird_classifier/valid/ANDEAN SISKIN/5.jpg,25
ANHINGA,/home/u668954/Bird_classifier/valid/ANHINGA/1.jpg,26
ANHINGA,/home/u668954/Bird_classifier/valid/ANHINGA/2.jpg,26
ANHINGA,/home/u668954/Bird_classifier/valid/ANHINGA/3.jpg,26
ANHINGA,/home/u668954/Bird_classifier/valid/ANHINGA/4.jpg,26
ANHINGA,/home/u668954/Bird_classifier/valid/ANHINGA/5.jpg,26
ANIANIAU,/home/u668954/Bird_classifier/valid/ANIANIAU/1.jpg,27
ANIANIAU,/home/u668954/Bird_classifier/valid/ANIANIAU/2.jpg,27
ANIANIAU,/home/u668954/Bird_classifier/valid/ANIANIAU/3.jpg,27
ANIANIAU,/home/u668954/Bird_classifier/valid/ANIANIAU/4.jpg,27
ANIANIAU,/home/u668954/Bird_classifier/valid/ANIANIAU/5.jpg,27
ANNAS HUMMINGBIRD,/home/u668954/Bird_classifier/valid/ANNAS HUMMINGBIRD/1.jpg,28
ANNAS HUMMINGBIRD,/home/u668954/Bird_classifier/valid/ANNAS HUMMINGBIRD/2.jpg,28
ANNAS HUMMINGBIRD,/home/u668954/Bird_classifier/valid/ANNAS HUMMINGBIRD/3.jpg,28
ANNAS HUMMINGBIRD,/home/u668954/Bird_classifier/valid/ANNAS HUMMINGBIRD/4.jpg,28
ANNAS HUMMINGBIRD,/home/u668954/Bird_classifier/valid/ANNAS HUMMINGBIRD/5.jpg,28
ANTBIRD,/home/u668954/Bird_classifier/valid/ANTBIRD/1.jpg,29
ANTBIRD,/home/u668954/Bird_classifier/valid/ANTBIRD/2.jpg,29
ANTBIRD,/home/u668954/Bird_classifier/valid/ANTBIRD/3.jpg,29
ANTBIRD,/home/u668954/Bird_classifier/valid/ANTBIRD/4.jpg,29
ANTBIRD,/home/u668954/Bird_classifier/valid/ANTBIRD/5.jpg,29
ANTILLEAN EUPHONIA,/home/u668954/Bird_classifier/valid/ANTILLEAN EUPHONIA/1.jpg,30
ANTILLEAN EUPHONIA,/home/u668954/Bird_classifier/valid/ANTILLEAN EUPHONIA/2.jpg,30
ANTILLEAN EUPHONIA,/home/u668954/Bird_classifier/valid/ANTILLEAN EUPHONIA/3.jpg,30
ANTILLEAN EUPHONIA,/home/u668954/Bird_classifier/valid/ANTILLEAN EUPHONIA/4.jpg,30
ANTILLEAN EUPHONIA,/home/u668954/Bird_classifier/valid/ANTILLEAN EUPHONIA/5.jpg,30
APAPANE,/home/u668954/Bird_classifier/valid/APAPANE/1.jpg,31
APAPANE,/home/u668954/Bird_classifier/valid/APAPANE/2.jpg,31
APAPANE,/home/u668954/Bird_classifier/valid/APAPANE/3.jpg,31
APAPANE,/home/u668954/Bird_classifier/valid/APAPANE/4.jpg,31
APAPANE,/home/u668954/Bird_classifier/valid/APAPANE/5.jpg,31
APOSTLEBIRD,/home/u668954/Bird_classifier/valid/APOSTLEBIRD/1.jpg,32
APOSTLEBIRD,/home/u668954/Bird_classifier/valid/APOSTLEBIRD/2.jpg,32
APOSTLEBIRD,/home/u668954/Bird_classifier/valid/APOSTLEBIRD/3.jpg,32
APOSTLEBIRD,/home/u668954/Bird_classifier/valid/APOSTLEBIRD/4.jpg,32
APOSTLEBIRD,/home/u668954/Bird_classifier/valid/APOSTLEBIRD/5.jpg,32
ARARIPE MANAKIN,/home/u668954/Bird_classifier/valid/ARARIPE MANAKIN/1.jpg,33
ARARIPE MANAKIN,/home/u668954/Bird_classifier/valid/ARARIPE MANAKIN/2.jpg,33
ARARIPE MANAKIN,/home/u668954/Bird_classifier/valid/ARARIPE MANAKIN/3.jpg,33
ARARIPE MANAKIN,/home/u668954/Bird_classifier/valid/ARARIPE MANAKIN/4.jpg,33
ARARIPE MANAKIN,/home/u668954/Bird_classifier/valid/ARARIPE MANAKIN/5.jpg,33
ASHY STORM PETREL,/home/u668954/Bird_classifier/valid/ASHY STORM PETREL/1.jpg,34
ASHY STORM PETREL,/home/u668954/Bird_classifier/valid/ASHY STORM PETREL/2.jpg,34
ASHY STORM PETREL,/home/u668954/Bird_classifier/valid/ASHY STORM PETREL/3.jpg,34
ASHY STORM PETREL,/home/u668954/Bird_classifier/valid/ASHY STORM PETREL/4.jpg,34
ASHY STORM PETREL,/home/u668954/Bird_classifier/valid/ASHY STORM PETREL/5.jpg,34
ASHY THRUSHBIRD,/home/u668954/Bird_classifier/valid/ASHY THRUSHBIRD/1.jpg,35
ASHY THRUSHBIRD,/home/u668954/Bird_classifier/valid/ASHY THRUSHBIRD/2.jpg,35
ASHY THRUSHBIRD,/home/u668954/Bird_classifier/valid/ASHY THRUSHBIRD/3.jpg,35
ASHY THRUSHBIRD,/home/u668954/Bird_classifier/valid/ASHY THRUSHBIRD/4.jpg,35
ASHY THRUSHBIRD,/home/u668954/Bird_classifier/valid/ASHY THRUSHBIRD/5.jpg,35
ASIAN CRESTED IBIS,/home/u668954/Bird_classifier/valid/ASIAN CRESTED IBIS/1.jpg,36
ASIAN CRESTED IBIS,/home/u668954/Bird_classifier/valid/ASIAN CRESTED IBIS/2.jpg,36
ASIAN CRESTED IBIS,/home/u668954/Bird_classifier/valid/ASIAN CRESTED IBIS/3.jpg,36
ASIAN CRESTED IBIS,/home/u668954/Bird_classifier/valid/ASIAN CRESTED IBIS/4.jpg,36
ASIAN CRESTED IBIS,/home/u668954/Bird_classifier/valid/ASIAN CRESTED IBIS/5.jpg,36
ASIAN DOLLARD BIRD,/home/u668954/Bird_classifier/valid/ASIAN DOLLARD BIRD/1.jpg,37
ASIAN DOLLARD BIRD,/home/u668954/Bird_classifier/valid/ASIAN DOLLARD BIRD/2.jpg,37
ASIAN DOLLARD BIRD,/home/u668954/Bird_classifier/valid/ASIAN DOLLARD BIRD/3.jpg,37
ASIAN DOLLARD BIRD,/home/u668954/Bird_classifier/valid/ASIAN DOLLARD BIRD/4.jpg,37
ASIAN DOLLARD BIRD,/home/u668954/Bird_classifier/valid/ASIAN DOLLARD BIRD/5.jpg,37
AUCKLAND SHAQ,/home/u668954/Bird_classifier/valid/AUCKLAND SHAQ/1.jpg,38
AUCKLAND SHAQ,/home/u668954/Bird_classifier/valid/AUCKLAND SHAQ/2.jpg,38
AUCKLAND SHAQ,/home/u668954/Bird_classifier/valid/AUCKLAND SHAQ/3.jpg,38
AUCKLAND SHAQ,/home/u668954/Bird_classifier/valid/AUCKLAND SHAQ/4.jpg,38
AUCKLAND SHAQ,/home/u668954/Bird_classifier/valid/AUCKLAND SHAQ/5.jpg,38
AUSTRAL CANASTERO,/home/u668954/Bird_classifier/valid/AUSTRAL CANASTERO/1.jpg,39
AUSTRAL CANASTERO,/home/u668954/Bird_classifier/valid/AUSTRAL CANASTERO/2.jpg,39
AUSTRAL CANASTERO,/home/u668954/Bird_classifier/valid/AUSTRAL CANASTERO/3.jpg,39
AUSTRAL CANASTERO,/home/u668954/Bird_classifier/valid/AUSTRAL CANASTERO/4.jpg,39
AUSTRAL CANASTERO,/home/u668954/Bird_classifier/valid/AUSTRAL CANASTERO/5.jpg,39
AUSTRALASIAN FIGBIRD,/home/u668954/Bird_classifier/valid/AUSTRALASIAN FIGBIRD/1.jpg,40
AUSTRALASIAN FIGBIRD,/home/u668954/Bird_classifier/valid/AUSTRALASIAN FIGBIRD/2.jpg,40
AUSTRALASIAN FIGBIRD,/home/u668954/Bird_classifier/valid/AUSTRALASIAN FIGBIRD/3.jpg,40
AUSTRALASIAN FIGBIRD,/home/u668954/Bird_classifier/valid/AUSTRALASIAN FIGBIRD/4.jpg,40
AUSTRALASIAN FIGBIRD,/home/u668954/Bird_classifier/valid/AUSTRALASIAN FIGBIRD/5.jpg,40
AVADAVAT,/home/u668954/Bird_classifier/valid/AVADAVAT/1.jpg,41
AVADAVAT,/home/u668954/Bird_classifier/valid/AVADAVAT/2.jpg,41
AVADAVAT,/home/u668954/Bird_classifier/valid/AVADAVAT/3.jpg,41
AVADAVAT,/home/u668954/Bird_classifier/valid/AVADAVAT/4.jpg,41
AVADAVAT,/home/u668954/Bird_classifier/valid/AVADAVAT/5.jpg,41
AZARAS SPINETAIL,/home/u668954/Bird_classifier/valid/AZARAS SPINETAIL/1.jpg,42
AZARAS SPINETAIL,/home/u668954/Bird_classifier/valid/AZARAS SPINETAIL/2.jpg,42
AZARAS SPINETAIL,/home/u668954/Bird_classifier/valid/AZARAS SPINETAIL/3.jpg,42
AZARAS SPINETAIL,/home/u668954/Bird_classifier/valid/AZARAS SPINETAIL/4.jpg,42
AZARAS SPINETAIL,/home/u668954/Bird_classifier/valid/AZARAS SPINETAIL/5.jpg,42
AZURE BREASTED PITTA,/home/u668954/Bird_classifier/valid/AZURE BREASTED PITTA/1.jpg,43
AZURE BREASTED PITTA,/home/u668954/Bird_classifier/valid/AZURE BREASTED PITTA/2.jpg,43
AZURE BREASTED PITTA,/home/u668954/Bird_classifier/valid/AZURE BREASTED PITTA/3.jpg,43
AZURE BREASTED PITTA,/home/u668954/Bird_classifier/valid/AZURE BREASTED PITTA/4.jpg,43
AZURE BREASTED PITTA,/home/u668954/Bird_classifier/valid/AZURE BREASTED PITTA/5.jpg,43
AZURE JAY,/home/u668954/Bird_classifier/valid/AZURE JAY/1.jpg,44
AZURE JAY,/home/u668954/Bird_classifier/valid/AZURE JAY/2.jpg,44
AZURE JAY,/home/u668954/Bird_classifier/valid/AZURE JAY/3.jpg,44
AZURE JAY,/home/u668954/Bird_classifier/valid/AZURE JAY/4.jpg,44
AZURE JAY,/home/u668954/Bird_classifier/valid/AZURE JAY/5.jpg,44
AZURE TANAGER,/home/u668954/Bird_classifier/valid/AZURE TANAGER/1.jpg,45
AZURE TANAGER,/home/u668954/Bird_classifier/valid/AZURE TANAGER/2.jpg,45
AZURE TANAGER,/home/u668954/Bird_classifier/valid/AZURE TANAGER/3.jpg,45
AZURE TANAGER,/home/u668954/Bird_classifier/valid/AZURE TANAGER/4.jpg,45
AZURE TANAGER,/home/u668954/Bird_classifier/valid/AZURE TANAGER/5.jpg,45
AZURE TIT,/home/u668954/Bird_classifier/valid/AZURE TIT/1.jpg,46
AZURE TIT,/home/u668954/Bird_classifier/valid/AZURE TIT/2.jpg,46
AZURE TIT,/home/u668954/Bird_classifier/valid/AZURE TIT/3.jpg,46
AZURE TIT,/home/u668954/Bird_classifier/valid/AZURE TIT/4.jpg,46
AZURE TIT,/home/u668954/Bird_classifier/valid/AZURE TIT/5.jpg,46
BAIKAL TEAL,/home/u668954/Bird_classifier/valid/BAIKAL TEAL/1.jpg,47
BAIKAL TEAL,/home/u668954/Bird_classifier/valid/BAIKAL TEAL/2.jpg,47
BAIKAL TEAL,/home/u668954/Bird_classifier/valid/BAIKAL TEAL/3.jpg,47
BAIKAL TEAL,/home/u668954/Bird_classifier/valid/BAIKAL TEAL/4.jpg,47
BAIKAL TEAL,/home/u668954/Bird_classifier/valid/BAIKAL TEAL/5.jpg,47
BALD EAGLE,/home/u668954/Bird_classifier/valid/BALD EAGLE/1.jpg,48
BALD EAGLE,/home/u668954/Bird_classifier/valid/BALD EAGLE/2.jpg,48
BALD EAGLE,/home/u668954/Bird_classifier/valid/BALD EAGLE/3.jpg,48
BALD EAGLE,/home/u668954/Bird_classifier/valid/BALD EAGLE/4.jpg,48
BALD EAGLE,/home/u668954/Bird_classifier/valid/BALD EAGLE/5.jpg,48
BALD IBIS,/home/u668954/Bird_classifier/valid/BALD IBIS/1.jpg,49
BALD IBIS,/home/u668954/Bird_classifier/valid/BALD IBIS/2.jpg,49
BALD IBIS,/home/u668954/Bird_classifier/valid/BALD IBIS/3.jpg,49
BALD IBIS,/home/u668954/Bird_classifier/valid/BALD IBIS/4.jpg,49
BALD IBIS,/home/u668954/Bird_classifier/valid/BALD IBIS/5.jpg,49
BALI STARLING,/home/u668954/Bird_classifier/valid/BALI STARLING/1.jpg,50
BALI STARLING,/home/u668954/Bird_classifier/valid/BALI STARLING/2.jpg,50
BALI STARLING,/home/u668954/Bird_classifier/valid/BALI STARLING/3.jpg,50
BALI STARLING,/home/u668954/Bird_classifier/valid/BALI STARLING/4.jpg,50
BALI STARLING,/home/u668954/Bird_classifier/valid/BALI STARLING/5.jpg,50
BALTIMORE ORIOLE,/home/u668954/Bird_classifier/valid/BALTIMORE ORIOLE/1.jpg,51
BALTIMORE ORIOLE,/home/u668954/Bird_classifier/valid/BALTIMORE ORIOLE/2.jpg,51
BALTIMORE ORIOLE,/home/u668954/Bird_classifier/valid/BALTIMORE ORIOLE/3.jpg,51
BALTIMORE ORIOLE,/home/u668954/Bird_classifier/valid/BALTIMORE ORIOLE/4.jpg,51
BALTIMORE ORIOLE,/home/u668954/Bird_classifier/valid/BALTIMORE ORIOLE/5.jpg,51
BANANAQUIT,/home/u668954/Bird_classifier/valid/BANANAQUIT/1.jpg,52
BANANAQUIT,/home/u668954/Bird_classifier/valid/BANANAQUIT/2.jpg,52
BANANAQUIT,/home/u668954/Bird_classifier/valid/BANANAQUIT/3.jpg,52
BANANAQUIT,/home/u668954/Bird_classifier/valid/BANANAQUIT/4.jpg,52
BANANAQUIT,/home/u668954/Bird_classifier/valid/BANANAQUIT/5.jpg,52
BAND TAILED GUAN,/home/u668954/Bird_classifier/valid/BAND TAILED GUAN/1.jpg,53
BAND TAILED GUAN,/home/u668954/Bird_classifier/valid/BAND TAILED GUAN/2.jpg,53
BAND TAILED GUAN,/home/u668954/Bird_classifier/valid/BAND TAILED GUAN/3.jpg,53
BAND TAILED GUAN,/home/u668954/Bird_classifier/valid/BAND TAILED GUAN/4.jpg,53
BAND TAILED GUAN,/home/u668954/Bird_classifier/valid/BAND TAILED GUAN/5.jpg,53
BANDED BROADBILL,/home/u668954/Bird_classifier/valid/BANDED BROADBILL/1.jpg,54
BANDED BROADBILL,/home/u668954/Bird_classifier/valid/BANDED BROADBILL/2.jpg,54
BANDED BROADBILL,/home/u668954/Bird_classifier/valid/BANDED BROADBILL/3.jpg,54
BANDED BROADBILL,/home/u668954/Bird_classifier/valid/BANDED BROADBILL/4.jpg,54
