,filename,label,species
109,xc76777.flac,5,Acrocephalusschoenobaenus
110,xc76778.flac,5,Acrocephalusschoenobaenus
111,xc108274.flac,5,Acrocephalusschoenobaenus
112,xc145652.flac,5,Acrocephalusschoenobaenus
113,xc178218.flac,5,Acrocephalusschoenobaenus
114,xc36480.flac,6,Acrocephalusscirpaceus
115,xc100612.flac,6,Acrocephalusscirpaceus
116,xc183429.flac,6,Acrocephalusscirpaceus
117,xc24971.flac,6,Acrocephalusscirpaceus
118,xc124047.flac,6,Acrocephalusscirpaceus
119,xc124048.flac,6,Acrocephalusscirpaceus
120,xc124049.flac,6,Acrocephalusscirpaceus
121,xc124050.flac,6,Acrocephalusscirpaceus
122,xc124051.flac,6,Acrocephalusscirpaceus
123,xc124052.flac,6,Acrocephalusscirpaceus
124,xc124053.flac,6,Acrocephalusscirpaceus
125,xc124054.flac,6,Acrocephalusscirpaceus
126,xc132356.flac,6,Acrocephalusscirpaceus
127,xc179622.flac,6,Acrocephalusscirpaceus
128,xc71735.flac,6,Acrocephalusscirpaceus
129,xc180939.flac,6,Acrocephalusscirpaceus
130,xc180941.flac,6,Acrocephalusscirpaceus
131,xc43600.flac,6,Acrocephalusscirpaceus
132,xc180190.flac,6,Acrocephalusscirpaceus
133,xc27999.flac,6,Acrocephalusscirpaceus
134,xc175377.flac,6,Acrocephalusscirpaceus
135,xc24939.flac,6,Acrocephalusscirpaceus
136,xc78971.flac,6,Acrocephalusscirpaceus
137,xc97599.flac,7,Acrocephalustaiti
138,xc97378.flac,8,Acrocephalusvaughani
139,xc123009.flac,9,Actitishypoleucos
140,xc121732.flac,9,Actitishypoleucos
141,xc121733.flac,9,Actitishypoleucos
142,xc121736.flac,9,Actitishypoleucos
143,xc121737.flac,9,Actitishypoleucos
144,xc121739.flac,9,Actitishypoleucos
145,xc121741.flac,9,Actitishypoleucos
146,xc121744.flac,9,Actitishypoleucos
147,xc121746.flac,9,Actitishypoleucos
148,xc121748.flac,9,Actitishypoleucos
149,xc121749.flac,9,Actitishypoleucos
150,xc29462.flac,9,Actitishypoleucos
151,xc121751.flac,9,Actitishypoleucos
152,xc121753.flac,9,Actitishypoleucos
153,xc121754.flac,9,Actitishypoleucos
154,xc121755.flac,9,Actitishypoleucos
155,xc122917.flac,9,Actitishypoleucos
156,xc122919.flac,9,Actitishypoleucos
157,xc122920.flac,9,Actitishypoleucos
158,xc76756.flac,9,Actitishypoleucos
159,xc37488.flac,9,Actitishypoleucos
160,xc122997.flac,9,Actitishypoleucos
161,xc122999.flac,9,Actitishypoleucos
162,xc123000.flac,9,Actitishypoleucos
163,xc29460.flac,9,Actitishypoleucos
164,xc123002.flac,9,Actitishypoleucos
165,xc123004.flac,9,Actitishypoleucos
166,xc123005.flac,9,Actitishypoleucos
167,xc123006.flac,9,Actitishypoleucos
168,xc90114.flac,10,Aegithaloscaudatus
169,xc74499.flac,10,Aegithaloscaudatus
170,xc122116.flac,10,Aegithaloscaudatus
171,xc122117.flac,10,Aegithaloscaudatus
172,xc122118.flac,10,Aegithaloscaudatus
173,xc122119.flac,10,Aegithaloscaudatus
174,xc122120.flac,10,Aegithaloscaudatus
175,xc122121.flac,10,Aegithaloscaudatus
176,xc169483.flac,10,Aegithaloscaudatus
177,xc169485.flac,10,Aegithaloscaudatus
178,xc93829.flac,10,Aegithaloscaudatus
179,xc25105.flac,10,Aegithaloscaudatus
180,xc122139.flac,10,Aegithaloscaudatus
181,xc91141.flac,10,Aegithaloscaudatus
182,xc168224.flac,10,Aegithaloscaudatus
183,xc188583.flac,10,Aegithaloscaudatus
184,xc188587.flac,10,Aegithaloscaudatus
185,xc188588.flac,10,Aegithaloscaudatus
186,xc188589.flac,10,Aegithaloscaudatus
187,xc188590.flac,10,Aegithaloscaudatus
188,xc27573.flac,10,Aegithaloscaudatus
189,xc170294.flac,10,Aegithaloscaudatus
190,xc170296.flac,10,Aegithaloscaudatus
191,xc113082.flac,10,Aegithaloscaudatus
192,xc65141.flac,10,Aegithaloscaudatus
193,xc114614.flac,10,Aegithaloscaudatus
194,xc78406.flac,10,Aegithaloscaudatus
195,xc128853.flac,10,Aegithaloscaudatus
196,xc121971.flac,10,Aegithaloscaudatus
197,xc121972.flac,10,Aegithaloscaudatus
198,xc121973.flac,10,Aegithaloscaudatus
199,xc121974.flac,10,Aegithaloscaudatus
200,xc121975.flac,10,Aegithaloscaudatus
201,xc101371.flac,10,Aegithaloscaudatus
202,xc96992.flac,11,Aixgalericulata
203,xc96997.flac,11,Aixgalericulata
204,xc24904.flac,11,Aixgalericulata
205,xc97002.flac,11,Aixgalericulata
206,xc97003.flac,11,Aixgalericulata
207,xc97004.flac,11,Aixgalericulata
208,xc97038.flac,11,Aixgalericulata
209,xc118324.flac,11,Aixgalericulata
210,xc118326.flac,11,Aixgalericulata
211,xc42687.flac,11,Aixgalericulata
212,xc169475.flac,12,Alaudaarvensis
213,xc183430.flac,12,Alaudaarvensis
214,xc49941.flac,12,Alaudaarvensis
215,xc189855.flac,12,Alaudaarvensis
216,xc123169.flac,12,Alaudaarvensis
217,xc123170.flac,12,Alaudaarvensis
218,xc181292.flac,12,Alaudaarvensis
219,xc169009.flac,12,Alaudaarvensis
220,xc71734.flac,12,Alaudaarvensis
221,xc26167.flac,12,Alaudaarvensis
222,xc28600.flac,12,Alaudaarvensis
223,xc26169.flac,12,Alaudaarvensis
224,xc189371.flac,12,Alaudaarvensis
225,xc169020.flac,12,Alaudaarvensis
226,xc176202.flac,12,Alaudaarvensis
227,xc181577.flac,12,Alaudaarvensis
228,xc188739.flac,12,Alaudaarvensis
229,xc188740.flac,12,Alaudaarvensis
230,xc188743.flac,12,Alaudaarvensis
231,xc189384.flac,12,Alaudaarvensis
232,xc188745.flac,12,Alaudaarvensis
233,xc187850.flac,12,Alaudaarvensis
234,xc189387.flac,12,Alaudaarvensis
235,xc102092.flac,12,Alaudaarvensis
236,xc102093.flac,12,Alaudaarvensis
237,xc189392.flac,12,Alaudaarvensis
238,xc26168.flac,12,Alaudaarvensis
239,xc158166.flac,12,Alaudaarvensis
240,xc168377.flac,12,Alaudaarvensis
241,xc170202.flac,12,Alaudaarvensis
242,xc170205.flac,12,Alaudaarvensis
243,xc184543.flac,12,Alaudaarvensis
244,xc189393.flac,12,Alaudaarvensis
245,xc188015.flac,12,Alaudaarvensis
246,xc94579.flac,12,Alaudaarvensis
247,xc94580.flac,12,Alaudaarvensis
248,xc94581.flac,12,Alaudaarvensis
249,xc180733.flac,12,Alaudaarvensis
250,xc180734.flac,12,Alaudaarvensis
251,xc139107.flac,13,Alcatorda
252,xc113093.flac,13,Alcatorda
253,xc189841.flac,14,Alcedoatthis
254,xc185754.flac,14,Alcedoatthis
255,xc109700.flac,15,Alopochenaegyptiaca
256,xc96265.flac,15,Alopochenaegyptiaca
257,xc25591.flac,15,Alopochenaegyptiaca
258,xc168369.flac,15,Alopochenaegyptiaca
259,xc167603.flac,15,Alopochenaegyptiaca
260,xc113364.flac,15,Alopochenaegyptiaca
261,xc72727.flac,15,Alopochenaegyptiaca
262,xc72728.flac,15,Alopochenaegyptiaca
263,xc131609.flac,15,Alopochenaegyptiaca
264,xc29055.flac,15,Alopochenaegyptiaca
265,xc113185.flac,16,Anasacuta
266,xc113186.flac,16,Anasacuta
267,xc161348.flac,16,Anasacuta
268,xc113161.flac,16,Anasacuta
269,xc113162.flac,16,Anasacuta
270,xc113164.flac,16,Anasacuta
271,xc127474.flac,16,Anasacuta
272,xc54034.flac,16,Anasacuta
273,xc129047.flac,16,Anasacuta
274,xc106943.flac,16,Anasacuta
275,xc42544.flac,17,Anasclypeata
276,xc37573.flac,17,Anasclypeata
277,xc74951.flac,17,Anasclypeata
278,xc107278.flac,17,Anasclypeata
279,xc163376.flac,17,Anasclypeata
280,xc112786.flac,17,Anasclypeata
281,xc112787.flac,17,Anasclypeata
282,xc75991.flac,17,Anasclypeata
283,xc110104.flac,17,Anasclypeata
284,xc127773.flac,17,Anasclypeata
285,xc64736.flac,18,Anascrecca
286,xc161957.flac,18,Anascrecca
287,xc24924.flac,18,Anascrecca
288,xc141006.flac,18,Anascrecca
289,xc113457.flac,18,Anascrecca
290,xc37491.flac,18,Anascrecca
291,xc65719.flac,18,Anascrecca
292,xc24923.flac,18,Anascrecca
293,xc110332.flac,18,Anascrecca
294,xc93213.flac,18,Anascrecca
295,xc29058.flac,19,Anaspenelope
296,xc65796.flac,19,Anaspenelope
297,xc83877.flac,19,Anaspenelope
298,xc176488.flac,19,Anaspenelope
299,xc143305.flac,19,Anaspenelope
300,xc92776.flac,19,Anaspenelope
301,xc94194.flac,19,Anaspenelope
302,xc94195.flac,19,Anaspenelope
303,xc37499.flac,19,Anaspenelope
304,xc28030.flac,19,Anaspenelope
305,xc29280.flac,20,Anasplatyrhynchos
306,xc152640.flac,20,Anasplatyrhynchos
307,xc37508.flac,20,Anasplatyrhynchos
308,xc94184.flac,20,Anasplatyrhynchos
309,xc127375.flac,20,Anasplatyrhynchos
310,xc113968.flac,20,Anasplatyrhynchos
311,xc113587.flac,20,Anasplatyrhynchos
312,xc26966.flac,20,Anasplatyrhynchos
313,xc169884.flac,20,Anasplatyrhynchos
314,xc78495.flac,20,Anasplatyrhynchos
315,xc169825.flac,21,Anasstrepera
316,xc83940.flac,21,Anasstrepera
317,xc109629.flac,21,Anasstrepera
318,xc131693.flac,21,Anasstrepera
319,xc26959.flac,21,Anasstrepera
320,xc28530.flac,21,Anasstrepera
321,xc131892.flac,21,Anasstrepera
322,xc131652.flac,21,Anasstrepera
323,xc42203.flac,21,Anasstrepera
324,xc135261.flac,21,Anasstrepera
325,xc97634.flac,22,Anousminutus
326,xc141446.flac,22,Anousminutus
327,xc97610.flac,22,Anousminutus
328,xc166027.flac,22,Anousminutus
329,xc121614.flac,22,Anousminutus
330,xc166031.flac,22,Anousminutus
331,xc18512.flac,22,Anousminutus
332,xc121618.flac,22,Anousminutus
333,xc166036.flac,22,Anousminutus
334,xc128867.flac,23,Anseralbifrons
335,xc126020.flac,23,Anseralbifrons
336,xc128870.flac,23,Anseralbifrons
337,xc126054.flac,23,Anseralbifrons
338,xc125993.flac,23,Anseralbifrons
339,xc126034.flac,23,Anseralbifrons
340,xc131313.flac,23,Anseralbifrons
341,xc123890.flac,23,Anseralbifrons
342,xc123891.flac,23,Anseralbifrons
343,xc123892.flac,23,Anseralbifrons
344,xc124009.flac,23,Anseralbifrons
345,xc118578.flac,23,Anseralbifrons
346,xc126046.flac,23,Anseralbifrons
347,xc183424.flac,24,Anseranser
348,xc183425.flac,24,Anseranser
349,xc121760.flac,24,Anseranser
350,xc158150.flac,24,Anseranser
351,xc158151.flac,24,Anseranser
352,xc177096.flac,24,Anseranser
353,xc183423.flac,24,Anseranser
354,xc177101.flac,24,Anseranser
355,xc177104.flac,24,Anseranser
356,xc177106.flac,24,Anseranser
357,xc177078.flac,24,Anseranser
358,xc177082.flac,24,Anseranser
359,xc70747.flac,24,Anseranser
360,xc30204.flac,24,Anseranser
361,xc121759.flac,24,Anseranser
362,xc83938.flac,25,Anserbrachyrhynchus
363,xc83939.flac,25,Anserbrachyrhynchus
364,xc71722.flac,25,Anserbrachyrhynchus
365,xc91627.flac,25,Anserbrachyrhynchus
366,xc42572.flac,25,Anserbrachyrhynchus
367,xc91632.flac,25,Anserbrachyrhynchus
368,xc65142.flac,25,Anserbrachyrhynchus
369,xc111863.flac,25,Anserbrachyrhynchus
370,xc127994.flac,25,Anserbrachyrhynchus
371,xc24927.flac,25,Anserbrachyrhynchus
372,xc24931.flac,26,Anthuspetrosus
373,xc150116.flac,26,Anthuspetrosus
374,xc92938.flac,26,Anthuspetrosus
375,xc108267.flac,26,Anthuspetrosus
376,xc94444.flac,26,Anthuspetrosus
377,xc182867.flac,26,Anthuspetrosus
378,xc29044.flac,26,Anthuspetrosus
379,xc94443.flac,26,Anthuspetrosus
380,xc89987.flac,26,Anthuspetrosus
381,xc24895.flac,26,Anthuspetrosus
382,xc138979.flac,27,Anthuspratensis
383,xc151273.flac,27,Anthuspratensis
384,xc151278.flac,27,Anthuspratensis
385,xc177327.flac,27,Anthuspratensis
386,xc28398.flac,27,Anthuspratensis
387,xc30614.flac,27,Anthuspratensis
388,xc42681.flac,27,Anthuspratensis
389,xc133917.flac,27,Anthuspratensis
390,xc133918.flac,27,Anthuspratensis
391,xc142431.flac,27,Anthuspratensis
392,xc90049.flac,28,Anthusrichardi
393,xc65137.flac,28,Anthusrichardi
394,xc166440.flac,28,Anthusrichardi
395,xc97418.flac,28,Anthusrichardi
396,xc61960.flac,28,Anthusrichardi
397,xc175348.flac,28,Anthusrichardi
398,xc147774.flac,28,Anthusrichardi
399,xc61943.flac,28,Anthusrichardi
400,xc113403.flac,28,Anthusrichardi
401,xc111932.flac,28,Anthusrichardi
402,xc65790.flac,28,Anthusrichardi
403,xc75876.flac,29,Anthusspinoletta
404,xc91178.flac,29,Anthusspinoletta
405,xc182125.flac,29,Anthusspinoletta
406,xc110675.flac,29,Anthusspinoletta
407,xc75925.flac,29,Anthusspinoletta
408,xc136182.flac,29,Anthusspinoletta
409,xc136183.flac,29,Anthusspinoletta
410,xc24921.flac,29,Anthusspinoletta
411,xc135325.flac,29,Anthusspinoletta
412,xc181342.flac,29,Anthusspinoletta
413,xc174977.flac,30,Anthustrivialis
414,xc99299.flac,30,Anthustrivialis
415,xc175980.flac,30,Anthustrivialis
416,xc183982.flac,30,Anthustrivialis
417,xc33395.flac,30,Anthustrivialis
418,xc179518.flac,30,Anthustrivialis
419,xc75459.flac,30,Anthustrivialis
420,xc83705.flac,30,Anthustrivialis
421,xc70717.flac,30,Anthustrivialis
422,xc91091.flac,30,Anthustrivialis
423,xc67618.flac,31,Aptenodytespatagonicus
424,xc67619.flac,31,Aptenodytespatagonicus
425,xc155982.flac,31,Aptenodytespatagonicus
426,xc34703.flac,31,Aptenodytespatagonicus
427,xc102736.flac,31,Aptenodytespatagonicus
428,xc34706.flac,31,Aptenodytespatagonicus
429,xc34707.flac,31,Aptenodytespatagonicus
430,xc115765.flac,31,Aptenodytespatagonicus
431,xc157208.flac,31,Aptenodytespatagonicus
432,xc172378.flac,31,Aptenodytespatagonicus
433,xc139552.flac,32,Apusapus
434,xc138594.flac,32,Apusapus
435,xc27236.flac,32,Apusapus
436,xc67307.flac,32,Apusapus
437,xc77645.flac,32,Apusapus
438,xc180272.flac,32,Apusapus
439,xc184145.flac,32,Apusapus
440,xc37490.flac,32,Apusapus
441,xc90364.flac,32,Apusapus
442,xc139551.flac,32,Apusapus
443,xc113091.flac,33,Aquilachrysaetos
444,xc156772.flac,33,Aquilachrysaetos
445,xc110501.flac,33,Aquilachrysaetos
446,xc70431.flac,33,Aquilachrysaetos
447,xc41188.flac,34,Ardeacinerea
448,xc24946.flac,34,Ardeacinerea
449,xc37646.flac,34,Ardeacinerea
450,xc44591.flac,34,Ardeacinerea
451,xc169905.flac,34,Ardeacinerea
452,xc96434.flac,34,Ardeacinerea
453,xc25592.flac,34,Ardeacinerea
454,xc128950.flac,34,Ardeacinerea
455,xc175576.flac,34,Ardeacinerea
456,xc136189.flac,34,Ardeacinerea
457,xc172385.flac,35,Arenariainterpres
458,xc94193.flac,35,Arenariainterpres
459,xc156947.flac,35,Arenariainterpres
460,xc108073.flac,35,Arenariainterpres
461,xc108075.flac,35,Arenariainterpres
462,xc180273.flac,35,Arenariainterpres
463,xc160883.flac,35,Arenariainterpres
464,xc108564.flac,35,Arenariainterpres
465,xc108566.flac,35,Arenariainterpres
466,xc92945.flac,35,Arenariainterpres
467,xc133187.flac,36,Asioflammeus
468,xc133188.flac,36,Asioflammeus
469,xc49577.flac,36,Asioflammeus
470,xc146475.flac,36,Asioflammeus
471,xc27372.flac,36,Asioflammeus
472,xc48752.flac,36,Asioflammeus
473,xc45396.flac,36,Asioflammeus
474,xc139414.flac,36,Asioflammeus
475,xc46329.flac,36,Asioflammeus
476,xc90428.flac,36,Asioflammeus
477,xc135552.flac,37,Asiootus
478,xc42326.flac,37,Asiootus
479,xc102826.flac,37,Asiootus
480,xc167698.flac,37,Asiootus
481,xc152597.flac,37,Asiootus
482,xc166678.flac,37,Asiootus
483,xc148920.flac,37,Asiootus
484,xc148921.flac,37,Asiootus
485,xc181757.flac,37,Asiootus
486,xc181758.flac,37,Asiootus
487,xc145568.flac,38,Athenenoctua
488,xc145569.flac,38,Athenenoctua
489,xc140835.flac,38,Athenenoctua
490,xc181766.flac,38,Athenenoctua
491,xc121557.flac,38,Athenenoctua
492,xc121558.flac,38,Athenenoctua
493,xc121559.flac,38,Athenenoctua
494,xc24920.flac,38,Athenenoctua
495,xc28989.flac,38,Athenenoctua
496,xc145566.flac,38,Athenenoctua
497,xc102816.flac,39,Aythyaferina
498,xc102817.flac,39,Aythyaferina
499,xc138178.flac,39,Aythyaferina
500,xc102819.flac,39,Aythyaferina
501,xc97766.flac,39,Aythyaferina
502,xc184457.flac,39,Aythyaferina
503,xc100882.flac,39,Aythyaferina
504,xc44719.flac,39,Aythyaferina
505,xc100624.flac,39,Aythyaferina
506,xc164146.flac,39,Aythyaferina
507,xc83972.flac,40,Aythyafuligula
508,xc167721.flac,40,Aythyafuligula
509,xc111191.flac,40,Aythyafuligula
510,xc35211.flac,40,Aythyafuligula
511,xc138253.flac,40,Aythyafuligula
512,xc138831.flac,40,Aythyafuligula
513,xc138103.flac,40,Aythyafuligula
514,xc78136.flac,40,Aythyafuligula
515,xc25082.flac,40,Aythyafuligula
516,xc43582.flac,40,Aythyafuligula
517,xc92481.flac,41,Bombycillagarrulus
518,xc113539.flac,41,Bombycillagarrulus
519,xc144897.flac,41,Bombycillagarrulus
520,xc70376.flac,41,Bombycillagarrulus
521,xc153816.flac,41,Bombycillagarrulus
522,xc111347.flac,41,Bombycillagarrulus
523,xc113684.flac,41,Bombycillagarrulus
524,xc170518.flac,41,Bombycillagarrulus
525,xc153176.flac,41,Bombycillagarrulus
526,xc111348.flac,41,Bombycillagarrulus
527,xc98800.flac,42,Botaurusstellaris
528,xc101954.flac,42,Botaurusstellaris
529,xc100296.flac,42,Botaurusstellaris
530,xc114314.flac,42,Botaurusstellaris
531,xc42541.flac,42,Botaurusstellaris
532,xc42542.flac,42,Botaurusstellaris
533,xc175024.flac,42,Botaurusstellaris
534,xc171445.flac,42,Botaurusstellaris
535,xc25558.flac,42,Botaurusstellaris
536,xc100831.flac,42,Botaurusstellaris
537,xc149154.flac,43,Brantabernicla
538,xc181189.flac,43,Brantabernicla
539,xc24934.flac,43,Brantabernicla
540,xc176200.flac,43,Brantabernicla
541,xc92977.flac,43,Brantabernicla
542,xc175571.flac,43,Brantabernicla
543,xc175572.flac,43,Brantabernicla
544,xc175574.flac,43,Brantabernicla
545,xc37495.flac,43,Brantabernicla
546,xc66132.flac,43,Brantabernicla
547,xc29877.flac,44,Brantacanadensis
548,xc43587.flac,44,Brantacanadensis
549,xc71452.flac,44,Brantacanadensis
550,xc24883.flac,44,Brantacanadensis
551,xc176489.flac,44,Brantacanadensis
552,xc176491.flac,44,Brantacanadensis
553,xc30611.flac,44,Brantacanadensis
554,xc95381.flac,44,Brantacanadensis
555,xc176233.flac,44,Brantacanadensis
556,xc94584.flac,44,Brantacanadensis
557,xc181369.flac,44,Brantacanadensis
558,xc176435.flac,44,Brantacanadensis
559,xc176476.flac,44,Brantacanadensis
560,xc35578.flac,44,Brantacanadensis
561,xc176479.flac,44,Brantacanadensis
562,xc99462.flac,45,Brantaleucopsis
563,xc111559.flac,45,Brantaleucopsis
564,xc111560.flac,45,Brantaleucopsis
565,xc125322.flac,45,Brantaleucopsis
566,xc53807.flac,45,Brantaleucopsis
567,xc92473.flac,45,Brantaleucopsis
568,xc88826.flac,45,Brantaleucopsis
569,xc27706.flac,45,Brantaleucopsis
570,xc27166.flac,45,Brantaleucopsis
571,xc164607.flac,45,Brantaleucopsis
572,xc28529.flac,46,Brantaruficollis
573,xc101103.flac,46,Brantaruficollis
574,xc42885.flac,47,Buteobuteo
575,xc43149.flac,47,Buteobuteo
576,xc167120.flac,47,Buteobuteo
577,xc167473.flac,47,Buteobuteo
578,xc167507.flac,47,Buteobuteo
579,xc167508.flac,47,Buteobuteo
580,xc167510.flac,47,Buteobuteo
581,xc179895.flac,47,Buteobuteo
582,xc179896.flac,47,Buteobuteo
583,xc179897.flac,47,Buteobuteo
584,xc179898.flac,47,Buteobuteo
585,xc157473.flac,48,Calidrisalpina
586,xc64738.flac,48,Calidrisalpina
587,xc118363.flac,48,Calidrisalpina
588,xc149416.flac,48,Calidrisalpina
589,xc180425.flac,48,Calidrisalpina
590,xc83894.flac,48,Calidrisalpina
591,xc37496.flac,48,Calidrisalpina
592,xc156058.flac,48,Calidrisalpina
593,xc172379.flac,48,Calidrisalpina
594,xc161086.flac,48,Calidrisalpina
595,xc139703.flac,49,Calidrismelanotos
596,xc37992.flac,49,Calidrismelanotos
597,xc141707.flac,49,Calidrismelanotos
598,xc147096.flac,49,Calidrismelanotos
599,xc113150.flac,49,Calidrismelanotos
600,xc139702.flac,49,Calidrismelanotos
601,xc147095.flac,49,Calidrismelanotos
602,xc139704.flac,49,Calidrismelanotos
603,xc147097.flac,49,Calidrismelanotos
604,xc109918.flac,49,Calidrismelanotos
605,xc156388.flac,50,Caprimulguseuropaeus
606,xc187141.flac,50,Caprimulguseuropaeus
607,xc187142.flac,50,Caprimulguseuropaeus
608,xc37735.flac,50,Caprimulguseuropaeus
609,xc37545.flac,50,Caprimulguseuropaeus
610,xc181356.flac,50,Caprimulguseuropaeus
611,xc67229.flac,50,Caprimulguseuropaeus
612,xc34898.flac,50,Caprimulguseuropaeus
613,xc187140.flac,50,Caprimulguseuropaeus
614,xc181759.flac,50,Caprimulguseuropaeus
615,xc183036.flac,50,Caprimulguseuropaeus
616,xc37501.flac,50,Caprimulguseuropaeus
617,xc176382.flac,50,Caprimulguseuropaeus
618,xc27039.flac,50,Caprimulguseuropaeus
619,xc97792.flac,51,Cardueliscarduelis
620,xc145542.flac,51,Cardueliscarduelis
621,xc180744.flac,51,Cardueliscarduelis
622,xc180745.flac,51,Cardueliscarduelis
623,xc180746.flac,51,Cardueliscarduelis
624,xc29468.flac,51,Cardueliscarduelis
625,xc181537.flac,51,Cardueliscarduelis
626,xc65798.flac,51,Cardueliscarduelis
