Bird name,Path,ID
AFRICAN OYSTER CATCHER,valid/AFRICAN OYSTER CATCHER/2.jpg,6
AFRICAN OYSTER CATCHER,valid/AFRICAN OYSTER CATCHER/3.jpg,6
AFRICAN OYSTER CATCHER,valid/AFRICAN OYSTER CATCHER/4.jpg,6
AFRICAN OYSTER CATCHER,valid/AFRICAN OYSTER CATCHER/5.jpg,6
AFRICAN PIED HORNBILL,valid/AFRICAN PIED HORNBILL/1.jpg,7
AFRICAN PIED HORNBILL,valid/AFRICAN PIED HORNBILL/2.jpg,7
AFRICAN PIED HORNBILL,valid/AFRICAN PIED HORNBILL/3.jpg,7
AFRICAN PIED HORNBILL,valid/AFRICAN PIED HORNBILL/4.jpg,7
AFRICAN PIED HORNBILL,valid/AFRICAN PIED HORNBILL/5.jpg,7
ALBATROSS,valid/ALBATROSS/1.jpg,8
ALBATROSS,valid/ALBATROSS/2.jpg,8
ALBATROSS,valid/ALBATROSS/3.jpg,8
ALBATROSS,valid/ALBATROSS/4.jpg,8
ALBATROSS,valid/ALBATROSS/5.jpg,8
ALBERTS TOWHEE,valid/ALBERTS TOWHEE/1.jpg,9
ALBERTS TOWHEE,valid/ALBERTS TOWHEE/2.jpg,9
ALBERTS TOWHEE,valid/ALBERTS TOWHEE/3.jpg,9
ALBERTS TOWHEE,valid/ALBERTS TOWHEE/4.jpg,9
ALBERTS TOWHEE,valid/ALBERTS TOWHEE/5.jpg,9
ALEXANDRINE PARAKEET,valid/ALEXANDRINE PARAKEET/1.jpg,10
ALEXANDRINE PARAKEET,valid/ALEXANDRINE PARAKEET/2.jpg,10
ALEXANDRINE PARAKEET,valid/ALEXANDRINE PARAKEET/3.jpg,10
ALEXANDRINE PARAKEET,valid/ALEXANDRINE PARAKEET/4.jpg,10
ALEXANDRINE PARAKEET,valid/ALEXANDRINE PARAKEET/5.jpg,10
ALPINE CHOUGH,valid/ALPINE CHOUGH/1.jpg,11
ALPINE CHOUGH,valid/ALPINE CHOUGH/2.jpg,11
ALPINE CHOUGH,valid/ALPINE CHOUGH/3.jpg,11
ALPINE CHOUGH,valid/ALPINE CHOUGH/4.jpg,11
ALPINE CHOUGH,valid/ALPINE CHOUGH/5.jpg,11
ALTAMIRA YELLOWTHROAT,valid/ALTAMIRA YELLOWTHROAT/1.jpg,12
ALTAMIRA YELLOWTHROAT,valid/ALTAMIRA YELLOWTHROAT/2.jpg,12
ALTAMIRA YELLOWTHROAT,valid/ALTAMIRA YELLOWTHROAT/3.jpg,12
ALTAMIRA YELLOWTHROAT,valid/ALTAMIRA YELLOWTHROAT/4.jpg,12
ALTAMIRA YELLOWTHROAT,valid/ALTAMIRA YELLOWTHROAT/5.jpg,12
AMERICAN AVOCET,valid/AMERICAN AVOCET/1.jpg,13
AMERICAN AVOCET,valid/AMERICAN AVOCET/2.jpg,13
AMERICAN AVOCET,valid/AMERICAN AVOCET/3.jpg,13
AMERICAN AVOCET,valid/AMERICAN AVOCET/4.jpg,13
AMERICAN AVOCET,valid/AMERICAN AVOCET/5.jpg,13
AMERICAN BITTERN,valid/AMERICAN BITTERN/1.jpg,14
AMERICAN BITTERN,valid/AMERICAN BITTERN/2.jpg,14
AMERICAN BITTERN,valid/AMERICAN BITTERN/3.jpg,14
AMERICAN BITTERN,valid/AMERICAN BITTERN/4.jpg,14
AMERICAN BITTERN,valid/AMERICAN BITTERN/5.jpg,14
AMERICAN COOT,valid/AMERICAN COOT/1.jpg,15
AMERICAN COOT,valid/AMERICAN COOT/2.jpg,15
AMERICAN COOT,valid/AMERICAN COOT/3.jpg,15
AMERICAN COOT,valid/AMERICAN COOT/4.jpg,15
AMERICAN COOT,valid/AMERICAN COOT/5.jpg,15
AMERICAN FLAMINGO,valid/AMERICAN FLAMINGO/1.jpg,16
AMERICAN FLAMINGO,valid/AMERICAN FLAMINGO/2.jpg,16
AMERICAN FLAMINGO,valid/AMERICAN FLAMINGO/3.jpg,16
AMERICAN FLAMINGO,valid/AMERICAN FLAMINGO/4.jpg,16
AMERICAN FLAMINGO,valid/AMERICAN FLAMINGO/5.jpg,16
AMERICAN GOLDFINCH,valid/AMERICAN GOLDFINCH/1.jpg,17
AMERICAN GOLDFINCH,valid/AMERICAN GOLDFINCH/2.jpg,17
AMERICAN GOLDFINCH,valid/AMERICAN GOLDFINCH/3.jpg,17
AMERICAN GOLDFINCH,valid/AMERICAN GOLDFINCH/4.jpg,17
AMERICAN GOLDFINCH,valid/AMERICAN GOLDFINCH/5.jpg,17
AMERICAN KESTREL,valid/AMERICAN KESTREL/1.jpg,18
AMERICAN KESTREL,valid/AMERICAN KESTREL/2.jpg,18
AMERICAN KESTREL,valid/AMERICAN KESTREL/3.jpg,18
AMERICAN KESTREL,valid/AMERICAN KESTREL/4.jpg,18
AMERICAN KESTREL,valid/AMERICAN KESTREL/5.jpg,18
AMERICAN PIPIT,valid/AMERICAN PIPIT/1.jpg,19
AMERICAN PIPIT,valid/AMERICAN PIPIT/2.jpg,19
AMERICAN PIPIT,valid/AMERICAN PIPIT/3.jpg,19
AMERICAN PIPIT,valid/AMERICAN PIPIT/4.jpg,19
AMERICAN PIPIT,valid/AMERICAN PIPIT/5.jpg,19
AMERICAN REDSTART,valid/AMERICAN REDSTART/1.jpg,20
AMERICAN REDSTART,valid/AMERICAN REDSTART/2.jpg,20
AMERICAN REDSTART,valid/AMERICAN REDSTART/3.jpg,20
AMERICAN REDSTART,valid/AMERICAN REDSTART/4.jpg,20
AMERICAN REDSTART,valid/AMERICAN REDSTART/5.jpg,20
AMERICAN WIGEON,valid/AMERICAN WIGEON/1.jpg,21
AMERICAN WIGEON,valid/AMERICAN WIGEON/2.jpg,21
AMERICAN WIGEON,valid/AMERICAN WIGEON/3.jpg,21
AMERICAN WIGEON,valid/AMERICAN WIGEON/4.jpg,21
AMERICAN WIGEON,valid/AMERICAN WIGEON/5.jpg,21
AMETHYST WOODSTAR,valid/AMETHYST WOODSTAR/1.jpg,22
AMETHYST WOODSTAR,valid/AMETHYST WOODSTAR/2.jpg,22
AMETHYST WOODSTAR,valid/AMETHYST WOODSTAR/3.jpg,22
AMETHYST WOODSTAR,valid/AMETHYST WOODSTAR/4.jpg,22
AMETHYST WOODSTAR,valid/AMETHYST WOODSTAR/5.jpg,22
ANDEAN GOOSE,valid/ANDEAN GOOSE/1.jpg,23
ANDEAN GOOSE,valid/ANDEAN GOOSE/2.jpg,23
ANDEAN GOOSE,valid/ANDEAN GOOSE/3.jpg,23
ANDEAN GOOSE,valid/ANDEAN GOOSE/4.jpg,23
ANDEAN GOOSE,valid/ANDEAN GOOSE/5.jpg,23
ANDEAN LAPWING,valid/ANDEAN LAPWING/1.jpg,24
ANDEAN LAPWING,valid/ANDEAN LAPWING/2.jpg,24
ANDEAN LAPWING,valid/ANDEAN LAPWING/3.jpg,24
ANDEAN LAPWING,valid/ANDEAN LAPWING/4.jpg,24
ANDEAN LAPWING,valid/ANDEAN LAPWING/5.jpg,24
ANDEAN SISKIN,valid/ANDEAN SISKIN/1.jpg,25
ANDEAN SISKIN,valid/ANDEAN SISKIN/2.jpg,25
ANDEAN SISKIN,valid/ANDEAN SISKIN/3.jpg,25
ANDEAN SISKIN,valid/ANDEAN SISKIN/4.jpg,25
ANDEAN SISKIN,valid/ANDEAN SISKIN/5.jpg,25
ANHINGA,valid/ANHINGA/1.jpg,26
ANHINGA,valid/ANHINGA/2.jpg,26
ANHINGA,valid/ANHINGA/3.jpg,26
ANHINGA,valid/ANHINGA/4.jpg,26
ANHINGA,valid/ANHINGA/5.jpg,26
ANIANIAU,valid/ANIANIAU/1.jpg,27
ANIANIAU,valid/ANIANIAU/2.jpg,27
ANIANIAU,valid/ANIANIAU/3.jpg,27
ANIANIAU,valid/ANIANIAU/4.jpg,27
ANIANIAU,valid/ANIANIAU/5.jpg,27
ANNAS HUMMINGBIRD,valid/ANNAS HUMMINGBIRD/1.jpg,28
ANNAS HUMMINGBIRD,valid/ANNAS HUMMINGBIRD/2.jpg,28
ANNAS HUMMINGBIRD,valid/ANNAS HUMMINGBIRD/3.jpg,28
ANNAS HUMMINGBIRD,valid/ANNAS HUMMINGBIRD/4.jpg,28
ANNAS HUMMINGBIRD,valid/ANNAS HUMMINGBIRD/5.jpg,28
ANTBIRD,valid/ANTBIRD/1.jpg,29
ANTBIRD,valid/ANTBIRD/2.jpg,29
ANTBIRD,valid/ANTBIRD/3.jpg,29
ANTBIRD,valid/ANTBIRD/4.jpg,29
ANTBIRD,valid/ANTBIRD/5.jpg,29
ANTILLEAN EUPHONIA,valid/ANTILLEAN EUPHONIA/1.jpg,30
ANTILLEAN EUPHONIA,valid/ANTILLEAN EUPHONIA/2.jpg,30
ANTILLEAN EUPHONIA,valid/ANTILLEAN EUPHONIA/3.jpg,30
ANTILLEAN EUPHONIA,valid/ANTILLEAN EUPHONIA/4.jpg,30
ANTILLEAN EUPHONIA,valid/ANTILLEAN EUPHONIA/5.jpg,30
APAPANE,valid/APAPANE/1.jpg,31
APAPANE,valid/APAPANE/2.jpg,31
APAPANE,valid/APAPANE/3.jpg,31
APAPANE,valid/APAPANE/4.jpg,31
APAPANE,valid/APAPANE/5.jpg,31
APOSTLEBIRD,valid/APOSTLEBIRD/1.jpg,32
APOSTLEBIRD,valid/APOSTLEBIRD/2.jpg,32
APOSTLEBIRD,valid/APOSTLEBIRD/3.jpg,32
APOSTLEBIRD,valid/APOSTLEBIRD/4.jpg,32
APOSTLEBIRD,valid/APOSTLEBIRD/5.jpg,32
ARARIPE MANAKIN,valid/ARARIPE MANAKIN/1.jpg,33
ARARIPE MANAKIN,valid/ARARIPE MANAKIN/2.jpg,33
ARARIPE MANAKIN,valid/ARARIPE MANAKIN/3.jpg,33
ARARIPE MANAKIN,valid/ARARIPE MANAKIN/4.jpg,33
ARARIPE MANAKIN,valid/ARARIPE MANAKIN/5.jpg,33
ASHY STORM PETREL,valid/ASHY STORM PETREL/1.jpg,34
ASHY STORM PETREL,valid/ASHY STORM PETREL/2.jpg,34
ASHY STORM PETREL,valid/ASHY STORM PETREL/3.jpg,34
ASHY STORM PETREL,valid/ASHY STORM PETREL/4.jpg,34
ASHY STORM PETREL,valid/ASHY STORM PETREL/5.jpg,34
ASHY THRUSHBIRD,valid/ASHY THRUSHBIRD/1.jpg,35
ASHY THRUSHBIRD,valid/ASHY THRUSHBIRD/2.jpg,35
ASHY THRUSHBIRD,valid/ASHY THRUSHBIRD/3.jpg,35
ASHY THRUSHBIRD,valid/ASHY THRUSHBIRD/4.jpg,35
ASHY THRUSHBIRD,valid/ASHY THRUSHBIRD/5.jpg,35
ASIAN CRESTED IBIS,valid/ASIAN CRESTED IBIS/1.jpg,36
ASIAN CRESTED IBIS,valid/ASIAN CRESTED IBIS/2.jpg,36
ASIAN CRESTED IBIS,valid/ASIAN CRESTED IBIS/3.jpg,36
ASIAN CRESTED IBIS,valid/ASIAN CRESTED IBIS/4.jpg,36
ASIAN CRESTED IBIS,valid/ASIAN CRESTED IBIS/5.jpg,36
ASIAN DOLLARD BIRD,valid/ASIAN DOLLARD BIRD/1.jpg,37
ASIAN DOLLARD BIRD,valid/ASIAN DOLLARD BIRD/2.jpg,37
ASIAN DOLLARD BIRD,valid/ASIAN DOLLARD BIRD/3.jpg,37
ASIAN DOLLARD BIRD,valid/ASIAN DOLLARD BIRD/4.jpg,37
ASIAN DOLLARD BIRD,valid/ASIAN DOLLARD BIRD/5.jpg,37
AUCKLAND SHAQ,valid/AUCKLAND SHAQ/1.jpg,38
AUCKLAND SHAQ,valid/AUCKLAND SHAQ/2.jpg,38
AUCKLAND SHAQ,valid/AUCKLAND SHAQ/3.jpg,38
AUCKLAND SHAQ,valid/AUCKLAND SHAQ/4.jpg,38
AUCKLAND SHAQ,valid/AUCKLAND SHAQ/5.jpg,38
AUSTRAL CANASTERO,valid/AUSTRAL CANASTERO/1.jpg,39
AUSTRAL CANASTERO,valid/AUSTRAL CANASTERO/2.jpg,39
AUSTRAL CANASTERO,valid/AUSTRAL CANASTERO/3.jpg,39
AUSTRAL CANASTERO,valid/AUSTRAL CANASTERO/4.jpg,39
AUSTRAL CANASTERO,valid/AUSTRAL CANASTERO/5.jpg,39
AUSTRALASIAN FIGBIRD,valid/AUSTRALASIAN FIGBIRD/1.jpg,40
AUSTRALASIAN FIGBIRD,valid/AUSTRALASIAN FIGBIRD/2.jpg,40
AUSTRALASIAN FIGBIRD,valid/AUSTRALASIAN FIGBIRD/3.jpg,40
AUSTRALASIAN FIGBIRD,valid/AUSTRALASIAN FIGBIRD/4.jpg,40
AUSTRALASIAN FIGBIRD,valid/AUSTRALASIAN FIGBIRD/5.jpg,40
AVADAVAT,valid/AVADAVAT/1.jpg,41
AVADAVAT,valid/AVADAVAT/2.jpg,41
AVADAVAT,valid/AVADAVAT/3.jpg,41
AVADAVAT,valid/AVADAVAT/4.jpg,41
AVADAVAT,valid/AVADAVAT/5.jpg,41
AZARAS SPINETAIL,valid/AZARAS SPINETAIL/1.jpg,42
AZARAS SPINETAIL,valid/AZARAS SPINETAIL/2.jpg,42
AZARAS SPINETAIL,valid/AZARAS SPINETAIL/3.jpg,42
AZARAS SPINETAIL,valid/AZARAS SPINETAIL/4.jpg,42
AZARAS SPINETAIL,valid/AZARAS SPINETAIL/5.jpg,42
AZURE BREASTED PITTA,valid/AZURE BREASTED PITTA/1.jpg,43
AZURE BREASTED PITTA,valid/AZURE BREASTED PITTA/2.jpg,43
AZURE BREASTED PITTA,valid/AZURE BREASTED PITTA/3.jpg,43
AZURE BREASTED PITTA,valid/AZURE BREASTED PITTA/4.jpg,43
AZURE BREASTED PITTA,valid/AZURE BREASTED PITTA/5.jpg,43
AZURE JAY,valid/AZURE JAY/1.jpg,44
AZURE JAY,valid/AZURE JAY/2.jpg,44
AZURE JAY,valid/AZURE JAY/3.jpg,44
AZURE JAY,valid/AZURE JAY/4.jpg,44
AZURE JAY,valid/AZURE JAY/5.jpg,44
AZURE TANAGER,valid/AZURE TANAGER/1.jpg,45
AZURE TANAGER,valid/AZURE TANAGER/2.jpg,45
AZURE TANAGER,valid/AZURE TANAGER/3.jpg,45
AZURE TANAGER,valid/AZURE TANAGER/4.jpg,45
AZURE TANAGER,valid/AZURE TANAGER/5.jpg,45
AZURE TIT,valid/AZURE TIT/1.jpg,46
AZURE TIT,valid/AZURE TIT/2.jpg,46
AZURE TIT,valid/AZURE TIT/3.jpg,46
AZURE TIT,valid/AZURE TIT/4.jpg,46
AZURE TIT,valid/AZURE TIT/5.jpg,46
BAIKAL TEAL,valid/BAIKAL TEAL/1.jpg,47
BAIKAL TEAL,valid/BAIKAL TEAL/2.jpg,47
BAIKAL TEAL,valid/BAIKAL TEAL/3.jpg,47
BAIKAL TEAL,valid/BAIKAL TEAL/4.jpg,47
BAIKAL TEAL,valid/BAIKAL TEAL/5.jpg,47
BALD EAGLE,valid/BALD EAGLE/1.jpg,48
BALD EAGLE,valid/BALD EAGLE/2.jpg,48
BALD EAGLE,valid/BALD EAGLE/3.jpg,48
BALD EAGLE,valid/BALD EAGLE/4.jpg,48
BALD EAGLE,valid/BALD EAGLE/5.jpg,48
BALD IBIS,valid/BALD IBIS/1.jpg,49
BALD IBIS,valid/BALD IBIS/2.jpg,49
BALD IBIS,valid/BALD IBIS/3.jpg,49
BALD IBIS,valid/BALD IBIS/4.jpg,49
BALD IBIS,valid/BALD IBIS/5.jpg,49
BALI STARLING,valid/BALI STARLING/1.jpg,50
BALI STARLING,valid/BALI STARLING/2.jpg,50
BALI STARLING,valid/BALI STARLING/3.jpg,50
BALI STARLING,valid/BALI STARLING/4.jpg,50
BALI STARLING,valid/BALI STARLING/5.jpg,50
BALTIMORE ORIOLE,valid/BALTIMORE ORIOLE/1.jpg,51
BALTIMORE ORIOLE,valid/BALTIMORE ORIOLE/2.jpg,51
BALTIMORE ORIOLE,valid/BALTIMORE ORIOLE/3.jpg,51
BALTIMORE ORIOLE,valid/BALTIMORE ORIOLE/4.jpg,51
BALTIMORE ORIOLE,valid/BALTIMORE ORIOLE/5.jpg,51
BANANAQUIT,valid/BANANAQUIT/1.jpg,52
BANANAQUIT,valid/BANANAQUIT/2.jpg,52
BANANAQUIT,valid/BANANAQUIT/3.jpg,52
BANANAQUIT,valid/BANANAQUIT/4.jpg,52
BANANAQUIT,valid/BANANAQUIT/5.jpg,52
BAND TAILED GUAN,valid/BAND TAILED GUAN/1.jpg,53
BAND TAILED GUAN,valid/BAND TAILED GUAN/2.jpg,53
BAND TAILED GUAN,valid/BAND TAILED GUAN/3.jpg,53
BAND TAILED GUAN,valid/BAND TAILED GUAN/4.jpg,53
BAND TAILED GUAN,valid/BAND TAILED GUAN/5.jpg,53
BANDED BROADBILL,valid/BANDED BROADBILL/1.jpg,54
BANDED BROADBILL,valid/BANDED BROADBILL/2.jpg,54
BANDED BROADBILL,valid/BANDED BROADBILL/3.jpg,54
BANDED BROADBILL,valid/BANDED BROADBILL/4.jpg,54
BANDED BROADBILL,valid/BANDED BROADBILL/5.jpg,54
BANDED PITA,valid/BANDED PITA/1.jpg,55
BANDED PITA,valid/BANDED PITA/2.jpg,55
BANDED PITA,valid/BANDED PITA/3.jpg,55
BANDED PITA,valid/BANDED PITA/4.jpg,55
BANDED PITA,valid/BANDED PITA/5.jpg,55
BANDED STILT,valid/BANDED STILT/1.jpg,56
BANDED STILT,valid/BANDED STILT/2.jpg,56
BANDED STILT,valid/BANDED STILT/3.jpg,56
BANDED STILT,valid/BANDED STILT/4.jpg,56
BANDED STILT,valid/BANDED STILT/5.jpg,56
BAR-TAILED GODWIT,valid/BAR-TAILED GODWIT/1.jpg,57
BAR-TAILED GODWIT,valid/BAR-TAILED GODWIT/2.jpg,57
BAR-TAILED GODWIT,valid/BAR-TAILED GODWIT/3.jpg,57
BAR-TAILED GODWIT,valid/BAR-TAILED GODWIT/4.jpg,57
BAR-TAILED GODWIT,valid/BAR-TAILED GODWIT/5.jpg,57
BARN OWL,valid/BARN OWL/1.jpg,58
BARN OWL,valid/BARN OWL/2.jpg,58
BARN OWL,valid/BARN OWL/3.jpg,58
BARN OWL,valid/BARN OWL/4.jpg,58
BARN OWL,valid/BARN OWL/5.jpg,58
BARN SWALLOW,valid/BARN SWALLOW/1.jpg,59
BARN SWALLOW,valid/BARN SWALLOW/2.jpg,59
BARN SWALLOW,valid/BARN SWALLOW/3.jpg,59
BARN SWALLOW,valid/BARN SWALLOW/4.jpg,59
BARN SWALLOW,valid/BARN SWALLOW/5.jpg,59
BARRED PUFFBIRD,valid/BARRED PUFFBIRD/1.jpg,60
BARRED PUFFBIRD,valid/BARRED PUFFBIRD/2.jpg,60
BARRED PUFFBIRD,valid/BARRED PUFFBIRD/3.jpg,60
BARRED PUFFBIRD,valid/BARRED PUFFBIRD/4.jpg,60
BARRED PUFFBIRD,valid/BARRED PUFFBIRD/5.jpg,60
BARROWS GOLDENEYE,valid/BARROWS GOLDENEYE/1.jpg,61
BARROWS GOLDENEYE,valid/BARROWS GOLDENEYE/2.jpg,61
BARROWS GOLDENEYE,valid/BARROWS GOLDENEYE/3.jpg,61
BARROWS GOLDENEYE,valid/BARROWS GOLDENEYE/4.jpg,61
BARROWS GOLDENEYE,valid/BARROWS GOLDENEYE/5.jpg,61
BAY-BREASTED WARBLER,valid/BAY-BREASTED WARBLER/1.jpg,62
BAY-BREASTED WARBLER,valid/BAY-BREASTED WARBLER/2.jpg,62
BAY-BREASTED WARBLER,valid/BAY-BREASTED WARBLER/3.jpg,62
BAY-BREASTED WARBLER,valid/BAY-BREASTED WARBLER/4.jpg,62
BAY-BREASTED WARBLER,valid/BAY-BREASTED WARBLER/5.jpg,62
BEARDED BARBET,valid/BEARDED BARBET/1.jpg,63
BEARDED BARBET,valid/BEARDED BARBET/2.jpg,63
BEARDED BARBET,valid/BEARDED BARBET/3.jpg,63
BEARDED BARBET,valid/BEARDED BARBET/4.jpg,63
BEARDED BARBET,valid/BEARDED BARBET/5.jpg,63
BEARDED BELLBIRD,valid/BEARDED BELLBIRD/1.jpg,64
BEARDED BELLBIRD,valid/BEARDED BELLBIRD/2.jpg,64
BEARDED BELLBIRD,valid/BEARDED BELLBIRD/3.jpg,64
BEARDED BELLBIRD,valid/BEARDED BELLBIRD/4.jpg,64
BEARDED BELLBIRD,valid/BEARDED BELLBIRD/5.jpg,64
BEARDED REEDLING,valid/BEARDED REEDLING/1.jpg,65
BEARDED REEDLING,valid/BEARDED REEDLING/2.jpg,65
BEARDED REEDLING,valid/BEARDED REEDLING/3.jpg,65
BEARDED REEDLING,valid/BEARDED REEDLING/4.jpg,65
BEARDED REEDLING,valid/BEARDED REEDLING/5.jpg,65
BELTED KINGFISHER,valid/BELTED KINGFISHER/1.jpg,66
BELTED KINGFISHER,valid/BELTED KINGFISHER/2.jpg,66
BELTED KINGFISHER,valid/BELTED KINGFISHER/3.jpg,66
BELTED KINGFISHER,valid/BELTED KINGFISHER/4.jpg,66
BELTED KINGFISHER,valid/BELTED KINGFISHER/5.jpg,66
BIRD OF PARADISE,valid/BIRD OF PARADISE/1.jpg,67
BIRD OF PARADISE,valid/BIRD OF PARADISE/2.jpg,67
BIRD OF PARADISE,valid/BIRD OF PARADISE/3.jpg,67
BIRD OF PARADISE,valid/BIRD OF PARADISE/4.jpg,67
BIRD OF PARADISE,valid/BIRD OF PARADISE/5.jpg,67
BLACK & YELLOW BROADBILL,valid/BLACK & YELLOW BROADBILL/1.jpg,68
BLACK & YELLOW BROADBILL,valid/BLACK & YELLOW BROADBILL/2.jpg,68
BLACK & YELLOW BROADBILL,valid/BLACK & YELLOW BROADBILL/3.jpg,68
BLACK & YELLOW BROADBILL,valid/BLACK & YELLOW BROADBILL/4.jpg,68
BLACK & YELLOW BROADBILL,valid/BLACK & YELLOW BROADBILL/5.jpg,68
BLACK BAZA,valid/BLACK BAZA/1.jpg,69
BLACK BAZA,valid/BLACK BAZA/2.jpg,69
BLACK BAZA,valid/BLACK BAZA/3.jpg,69
BLACK BAZA,valid/BLACK BAZA/4.jpg,69
BLACK BAZA,valid/BLACK BAZA/5.jpg,69
BLACK COCKATO,valid/BLACK COCKATO/1.jpg,70
BLACK COCKATO,valid/BLACK COCKATO/2.jpg,70
BLACK COCKATO,valid/BLACK COCKATO/3.jpg,70
BLACK COCKATO,valid/BLACK COCKATO/4.jpg,70
BLACK COCKATO,valid/BLACK COCKATO/5.jpg,70
BLACK FRANCOLIN,valid/BLACK FRANCOLIN/1.jpg,71
BLACK FRANCOLIN,valid/BLACK FRANCOLIN/2.jpg,71
BLACK FRANCOLIN,valid/BLACK FRANCOLIN/3.jpg,71
BLACK FRANCOLIN,valid/BLACK FRANCOLIN/4.jpg,71
BLACK FRANCOLIN,valid/BLACK FRANCOLIN/5.jpg,71
BLACK SKIMMER,valid/BLACK SKIMMER/1.jpg,72
BLACK SKIMMER,valid/BLACK SKIMMER/2.jpg,72
BLACK SKIMMER,valid/BLACK SKIMMER/3.jpg,72
BLACK SKIMMER,valid/BLACK SKIMMER/4.jpg,72
BLACK SKIMMER,valid/BLACK SKIMMER/5.jpg,72
BLACK SWAN,valid/BLACK SWAN/1.jpg,73
BLACK SWAN,valid/BLACK SWAN/2.jpg,73
BLACK SWAN,valid/BLACK SWAN/3.jpg,73
BLACK SWAN,valid/BLACK SWAN/4.jpg,73
BLACK SWAN,valid/BLACK SWAN/5.jpg,73
BLACK TAIL CRAKE,valid/BLACK TAIL CRAKE/1.jpg,74
BLACK TAIL CRAKE,valid/BLACK TAIL CRAKE/2.jpg,74
BLACK TAIL CRAKE,valid/BLACK TAIL CRAKE/3.jpg,74
BLACK TAIL CRAKE,valid/BLACK TAIL CRAKE/4.jpg,74
BLACK TAIL CRAKE,valid/BLACK TAIL CRAKE/5.jpg,74
BLACK THROATED BUSHTIT,valid/BLACK THROATED BUSHTIT/1.jpg,75
BLACK THROATED BUSHTIT,valid/BLACK THROATED BUSHTIT/2.jpg,75
BLACK THROATED BUSHTIT,valid/BLACK THROATED BUSHTIT/3.jpg,75
BLACK THROATED BUSHTIT,valid/BLACK THROATED BUSHTIT/4.jpg,75
BLACK THROATED BUSHTIT,valid/BLACK THROATED BUSHTIT/5.jpg,75
BLACK THROATED WARBLER,valid/BLACK THROATED WARBLER/1.jpg,76
BLACK THROATED WARBLER,valid/BLACK THROATED WARBLER/2.jpg,76
BLACK THROATED WARBLER,valid/BLACK THROATED WARBLER/3.jpg,76
BLACK THROATED WARBLER,valid/BLACK THROATED WARBLER/4.jpg,76
BLACK THROATED WARBLER,valid/BLACK THROATED WARBLER/5.jpg,76
BLACK VENTED SHEARWATER,valid/BLACK VENTED SHEARWATER/1.jpg,77
BLACK VENTED SHEARWATER,valid/BLACK VENTED SHEARWATER/2.jpg,77
BLACK VENTED SHEARWATER,valid/BLACK VENTED SHEARWATER/3.jpg,77
BLACK VENTED SHEARWATER,valid/BLACK VENTED SHEARWATER/4.jpg,77
BLACK VENTED SHEARWATER,valid/BLACK VENTED SHEARWATER/5.jpg,77
BLACK VULTURE,valid/BLACK VULTURE/1.jpg,78
BLACK VULTURE,valid/BLACK VULTURE/2.jpg,78
