Bird name,Path,ID
AMERICAN FLAMINGO,test/AMERICAN FLAMINGO/5.jpg,16
AMERICAN GOLDFINCH,test/AMERICAN GOLDFINCH/1.jpg,17
AMERICAN GOLDFINCH,test/AMERICAN GOLDFINCH/2.jpg,17
AMERICAN GOLDFINCH,test/AMERICAN GOLDFINCH/3.jpg,17
AMERICAN GOLDFINCH,test/AMERICAN GOLDFINCH/4.jpg,17
AMERICAN GOLDFINCH,test/AMERICAN GOLDFINCH/5.jpg,17
AMERICAN KESTREL,test/AMERICAN KESTREL/1.jpg,18
AMERICAN KESTREL,test/AMERICAN KESTREL/2.jpg,18
AMERICAN KESTREL,test/AMERICAN KESTREL/3.jpg,18
AMERICAN KESTREL,test/AMERICAN KESTREL/4.jpg,18
AMERICAN KESTREL,test/AMERICAN KESTREL/5.jpg,18
AMERICAN PIPIT,test/AMERICAN PIPIT/1.jpg,19
AMERICAN PIPIT,test/AMERICAN PIPIT/2.jpg,19
AMERICAN PIPIT,test/AMERICAN PIPIT/3.jpg,19
AMERICAN PIPIT,test/AMERICAN PIPIT/4.jpg,19
AMERICAN PIPIT,test/AMERICAN PIPIT/5.jpg,19
AMERICAN REDSTART,test/AMERICAN REDSTART/1.jpg,20
AMERICAN REDSTART,test/AMERICAN REDSTART/2.jpg,20
AMERICAN REDSTART,test/AMERICAN REDSTART/3.jpg,20
AMERICAN REDSTART,test/AMERICAN REDSTART/4.jpg,20
AMERICAN REDSTART,test/AMERICAN REDSTART/5.jpg,20
AMERICAN WIGEON,test/AMERICAN WIGEON/1.jpg,21
AMERICAN WIGEON,test/AMERICAN WIGEON/2.jpg,21
AMERICAN WIGEON,test/AMERICAN WIGEON/3.jpg,21
AMERICAN WIGEON,test/AMERICAN WIGEON/4.jpg,21
AMERICAN WIGEON,test/AMERICAN WIGEON/5.jpg,21
AMETHYST WOODSTAR,test/AMETHYST WOODSTAR/1.jpg,22
AMETHYST WOODSTAR,test/AMETHYST WOODSTAR/2.jpg,22
AMETHYST WOODSTAR,test/AMETHYST WOODSTAR/3.jpg,22
AMETHYST WOODSTAR,test/AMETHYST WOODSTAR/4.jpg,22
AMETHYST WOODSTAR,test/AMETHYST WOODSTAR/5.jpg,22
ANDEAN GOOSE,test/ANDEAN GOOSE/1.jpg,23
ANDEAN GOOSE,test/ANDEAN GOOSE/2.jpg,23
ANDEAN GOOSE,test/ANDEAN GOOSE/3.jpg,23
ANDEAN GOOSE,test/ANDEAN GOOSE/4.jpg,23
ANDEAN GOOSE,test/ANDEAN GOOSE/5.jpg,23
ANDEAN LAPWING,test/ANDEAN LAPWING/1.jpg,24
ANDEAN LAPWING,test/ANDEAN LAPWING/2.jpg,24
ANDEAN LAPWING,test/ANDEAN LAPWING/3.jpg,24
ANDEAN LAPWING,test/ANDEAN LAPWING/4.jpg,24
ANDEAN LAPWING,test/ANDEAN LAPWING/5.jpg,24
ANDEAN SISKIN,test/ANDEAN SISKIN/1.jpg,25
ANDEAN SISKIN,test/ANDEAN SISKIN/2.jpg,25
ANDEAN SISKIN,test/ANDEAN SISKIN/3.jpg,25
ANDEAN SISKIN,test/ANDEAN SISKIN/4.jpg,25
ANDEAN SISKIN,test/ANDEAN SISKIN/5.jpg,25
ANHINGA,test/ANHINGA/1.jpg,26
ANHINGA,test/ANHINGA/2.jpg,26
ANHINGA,test/ANHINGA/3.jpg,26
ANHINGA,test/ANHINGA/4.jpg,26
ANHINGA,test/ANHINGA/5.jpg,26
ANIANIAU,test/ANIANIAU/1.jpg,27
ANIANIAU,test/ANIANIAU/2.jpg,27
ANIANIAU,test/ANIANIAU/3.jpg,27
ANIANIAU,test/ANIANIAU/4.jpg,27
ANIANIAU,test/ANIANIAU/5.jpg,27
ANNAS HUMMINGBIRD,test/ANNAS HUMMINGBIRD/1.jpg,28
ANNAS HUMMINGBIRD,test/ANNAS HUMMINGBIRD/2.jpg,28
ANNAS HUMMINGBIRD,test/ANNAS HUMMINGBIRD/3.jpg,28
ANNAS HUMMINGBIRD,test/ANNAS HUMMINGBIRD/4.jpg,28
ANNAS HUMMINGBIRD,test/ANNAS HUMMINGBIRD/5.jpg,28
ANTBIRD,test/ANTBIRD/1.jpg,29
ANTBIRD,test/ANTBIRD/2.jpg,29
ANTBIRD,test/ANTBIRD/3.jpg,29
ANTBIRD,test/ANTBIRD/4.jpg,29
ANTBIRD,test/ANTBIRD/5.jpg,29
ANTILLEAN EUPHONIA,test/ANTILLEAN EUPHONIA/1.jpg,30
ANTILLEAN EUPHONIA,test/ANTILLEAN EUPHONIA/2.jpg,30
ANTILLEAN EUPHONIA,test/ANTILLEAN EUPHONIA/3.jpg,30
ANTILLEAN EUPHONIA,test/ANTILLEAN EUPHONIA/4.jpg,30
ANTILLEAN EUPHONIA,test/ANTILLEAN EUPHONIA/5.jpg,30
APAPANE,test/APAPANE/1.jpg,31
APAPANE,test/APAPANE/2.jpg,31
APAPANE,test/APAPANE/3.jpg,31
APAPANE,test/APAPANE/4.jpg,31
APAPANE,test/APAPANE/5.jpg,31
APOSTLEBIRD,test/APOSTLEBIRD/1.jpg,32
APOSTLEBIRD,test/APOSTLEBIRD/2.jpg,32
APOSTLEBIRD,test/APOSTLEBIRD/3.jpg,32
APOSTLEBIRD,test/APOSTLEBIRD/4.jpg,32
APOSTLEBIRD,test/APOSTLEBIRD/5.jpg,32
ARARIPE MANAKIN,test/ARARIPE MANAKIN/1.jpg,33
ARARIPE MANAKIN,test/ARARIPE MANAKIN/2.jpg,33
ARARIPE MANAKIN,test/ARARIPE MANAKIN/3.jpg,33
ARARIPE MANAKIN,test/ARARIPE MANAKIN/4.jpg,33
ARARIPE MANAKIN,test/ARARIPE MANAKIN/5.jpg,33
ASHY STORM PETREL,test/ASHY STORM PETREL/1.jpg,34
ASHY STORM PETREL,test/ASHY STORM PETREL/2.jpg,34
ASHY STORM PETREL,test/ASHY STORM PETREL/3.jpg,34
ASHY STORM PETREL,test/ASHY STORM PETREL/4.jpg,34
ASHY STORM PETREL,test/ASHY STORM PETREL/5.jpg,34
ASHY THRUSHBIRD,test/ASHY THRUSHBIRD/1.jpg,35
ASHY THRUSHBIRD,test/ASHY THRUSHBIRD/2.jpg,35
ASHY THRUSHBIRD,test/ASHY THRUSHBIRD/3.jpg,35
ASHY THRUSHBIRD,test/ASHY THRUSHBIRD/4.jpg,35
ASHY THRUSHBIRD,test/ASHY THRUSHBIRD/5.jpg,35
ASIAN CRESTED IBIS,test/ASIAN CRESTED IBIS/1.jpg,36
ASIAN CRESTED IBIS,test/ASIAN CRESTED IBIS/2.jpg,36
ASIAN CRESTED IBIS,test/ASIAN CRESTED IBIS/3.jpg,36
ASIAN CRESTED IBIS,test/ASIAN CRESTED IBIS/4.jpg,36
ASIAN CRESTED IBIS,test/ASIAN CRESTED IBIS/5.jpg,36
ASIAN DOLLARD BIRD,test/ASIAN DOLLARD BIRD/1.jpg,37
ASIAN DOLLARD BIRD,test/ASIAN DOLLARD BIRD/2.jpg,37
ASIAN DOLLARD BIRD,test/ASIAN DOLLARD BIRD/3.jpg,37
ASIAN DOLLARD BIRD,test/ASIAN DOLLARD BIRD/4.jpg,37
ASIAN DOLLARD BIRD,test/ASIAN DOLLARD BIRD/5.jpg,37
AUCKLAND SHAQ,test/AUCKLAND SHAQ/1.jpg,38
AUCKLAND SHAQ,test/AUCKLAND SHAQ/2.jpg,38
AUCKLAND SHAQ,test/AUCKLAND SHAQ/3.jpg,38
AUCKLAND SHAQ,test/AUCKLAND SHAQ/4.jpg,38
AUCKLAND SHAQ,test/AUCKLAND SHAQ/5.jpg,38
AUSTRAL CANASTERO,test/AUSTRAL CANASTERO/1.jpg,39
AUSTRAL CANASTERO,test/AUSTRAL CANASTERO/2.jpg,39
AUSTRAL CANASTERO,test/AUSTRAL CANASTERO/3.jpg,39
AUSTRAL CANASTERO,test/AUSTRAL CANASTERO/4.jpg,39
AUSTRAL CANASTERO,test/AUSTRAL CANASTERO/5.jpg,39
AUSTRALASIAN FIGBIRD,test/AUSTRALASIAN FIGBIRD/1.jpg,40
AUSTRALASIAN FIGBIRD,test/AUSTRALASIAN FIGBIRD/2.jpg,40
AUSTRALASIAN FIGBIRD,test/AUSTRALASIAN FIGBIRD/3.jpg,40
AUSTRALASIAN FIGBIRD,test/AUSTRALASIAN FIGBIRD/4.jpg,40
AUSTRALASIAN FIGBIRD,test/AUSTRALASIAN FIGBIRD/5.jpg,40
AVADAVAT,test/AVADAVAT/1.jpg,41
AVADAVAT,test/AVADAVAT/2.jpg,41
AVADAVAT,test/AVADAVAT/3.jpg,41
AVADAVAT,test/AVADAVAT/4.jpg,41
AVADAVAT,test/AVADAVAT/5.jpg,41
AZARAS SPINETAIL,test/AZARAS SPINETAIL/1.jpg,42
AZARAS SPINETAIL,test/AZARAS SPINETAIL/2.jpg,42
AZARAS SPINETAIL,test/AZARAS SPINETAIL/3.jpg,42
AZARAS SPINETAIL,test/AZARAS SPINETAIL/4.jpg,42
AZARAS SPINETAIL,test/AZARAS SPINETAIL/5.jpg,42
AZURE BREASTED PITTA,test/AZURE BREASTED PITTA/1.jpg,43
AZURE BREASTED PITTA,test/AZURE BREASTED PITTA/2.jpg,43
AZURE BREASTED PITTA,test/AZURE BREASTED PITTA/3.jpg,43
AZURE BREASTED PITTA,test/AZURE BREASTED PITTA/4.jpg,43
AZURE BREASTED PITTA,test/AZURE BREASTED PITTA/5.jpg,43
AZURE JAY,test/AZURE JAY/1.jpg,44
AZURE JAY,test/AZURE JAY/2.jpg,44
AZURE JAY,test/AZURE JAY/3.jpg,44
AZURE JAY,test/AZURE JAY/4.jpg,44
AZURE JAY,test/AZURE JAY/5.jpg,44
AZURE TANAGER,test/AZURE TANAGER/1.jpg,45
AZURE TANAGER,test/AZURE TANAGER/2.jpg,45
AZURE TANAGER,test/AZURE TANAGER/3.jpg,45
AZURE TANAGER,test/AZURE TANAGER/4.jpg,45
AZURE TANAGER,test/AZURE TANAGER/5.jpg,45
AZURE TIT,test/AZURE TIT/1.jpg,46
AZURE TIT,test/AZURE TIT/2.jpg,46
AZURE TIT,test/AZURE TIT/3.jpg,46
AZURE TIT,test/AZURE TIT/4.jpg,46
AZURE TIT,test/AZURE TIT/5.jpg,46
BAIKAL TEAL,test/BAIKAL TEAL/1.jpg,47
BAIKAL TEAL,test/BAIKAL TEAL/2.jpg,47
BAIKAL TEAL,test/BAIKAL TEAL/3.jpg,47
BAIKAL TEAL,test/BAIKAL TEAL/4.jpg,47
BAIKAL TEAL,test/BAIKAL TEAL/5.jpg,47
BALD EAGLE,test/BALD EAGLE/1.jpg,48
BALD EAGLE,test/BALD EAGLE/2.jpg,48
BALD EAGLE,test/BALD EAGLE/3.jpg,48
BALD EAGLE,test/BALD EAGLE/4.jpg,48
BALD EAGLE,test/BALD EAGLE/5.jpg,48
BALD IBIS,test/BALD IBIS/1.jpg,49
BALD IBIS,test/BALD IBIS/2.jpg,49
BALD IBIS,test/BALD IBIS/3.jpg,49
BALD IBIS,test/BALD IBIS/4.jpg,49
BALD IBIS,test/BALD IBIS/5.jpg,49
BALI STARLING,test/BALI STARLING/1.jpg,50
BALI STARLING,test/BALI STARLING/2.jpg,50
BALI STARLING,test/BALI STARLING/3.jpg,50
BALI STARLING,test/BALI STARLING/4.jpg,50
BALI STARLING,test/BALI STARLING/5.jpg,50
BALTIMORE ORIOLE,test/BALTIMORE ORIOLE/1.jpg,51
BALTIMORE ORIOLE,test/BALTIMORE ORIOLE/2.jpg,51
BALTIMORE ORIOLE,test/BALTIMORE ORIOLE/3.jpg,51
BALTIMORE ORIOLE,test/BALTIMORE ORIOLE/4.jpg,51
BALTIMORE ORIOLE,test/BALTIMORE ORIOLE/5.jpg,51
BANANAQUIT,test/BANANAQUIT/1.jpg,52
BANANAQUIT,test/BANANAQUIT/2.jpg,52
BANANAQUIT,test/BANANAQUIT/3.jpg,52
BANANAQUIT,test/BANANAQUIT/4.jpg,52
BANANAQUIT,test/BANANAQUIT/5.jpg,52
BAND TAILED GUAN,test/BAND TAILED GUAN/1.jpg,53
BAND TAILED GUAN,test/BAND TAILED GUAN/2.jpg,53
BAND TAILED GUAN,test/BAND TAILED GUAN/3.jpg,53
BAND TAILED GUAN,test/BAND TAILED GUAN/4.jpg,53
BAND TAILED GUAN,test/BAND TAILED GUAN/5.jpg,53
BANDED BROADBILL,test/BANDED BROADBILL/1.jpg,54
BANDED BROADBILL,test/BANDED BROADBILL/2.jpg,54
BANDED BROADBILL,test/BANDED BROADBILL/3.jpg,54
BANDED BROADBILL,test/BANDED BROADBILL/4.jpg,54
BANDED BROADBILL,test/BANDED BROADBILL/5.jpg,54
BANDED PITA,test/BANDED PITA/1.jpg,55
BANDED PITA,test/BANDED PITA/2.jpg,55
BANDED PITA,test/BANDED PITA/3.jpg,55
BANDED PITA,test/BANDED PITA/4.jpg,55
BANDED PITA,test/BANDED PITA/5.jpg,55
BANDED STILT,test/BANDED STILT/1.jpg,56
BANDED STILT,test/BANDED STILT/2.jpg,56
BANDED STILT,test/BANDED STILT/3.jpg,56
BANDED STILT,test/BANDED STILT/4.jpg,56
BANDED STILT,test/BANDED STILT/5.jpg,56
BAR-TAILED GODWIT,test/BAR-TAILED GODWIT/1.jpg,57
BAR-TAILED GODWIT,test/BAR-TAILED GODWIT/2.jpg,57
BAR-TAILED GODWIT,test/BAR-TAILED GODWIT/3.jpg,57
BAR-TAILED GODWIT,test/BAR-TAILED GODWIT/4.jpg,57
BAR-TAILED GODWIT,test/BAR-TAILED GODWIT/5.jpg,57
BARN OWL,test/BARN OWL/1.jpg,58
BARN OWL,test/BARN OWL/2.jpg,58
BARN OWL,test/BARN OWL/3.jpg,58
BARN OWL,test/BARN OWL/4.jpg,58
BARN OWL,test/BARN OWL/5.jpg,58
BARN SWALLOW,test/BARN SWALLOW/1.jpg,59
BARN SWALLOW,test/BARN SWALLOW/2.jpg,59
BARN SWALLOW,test/BARN SWALLOW/3.jpg,59
BARN SWALLOW,test/BARN SWALLOW/4.jpg,59
BARN SWALLOW,test/BARN SWALLOW/5.jpg,59
BARRED PUFFBIRD,test/BARRED PUFFBIRD/1.jpg,60
BARRED PUFFBIRD,test/BARRED PUFFBIRD/2.jpg,60
BARRED PUFFBIRD,test/BARRED PUFFBIRD/3.jpg,60
BARRED PUFFBIRD,test/BARRED PUFFBIRD/4.jpg,60
BARRED PUFFBIRD,test/BARRED PUFFBIRD/5.jpg,60
BARROWS GOLDENEYE,test/BARROWS GOLDENEYE/1.jpg,61
BARROWS GOLDENEYE,test/BARROWS GOLDENEYE/2.jpg,61
BARROWS GOLDENEYE,test/BARROWS GOLDENEYE/3.jpg,61
BARROWS GOLDENEYE,test/BARROWS GOLDENEYE/4.jpg,61
BARROWS GOLDENEYE,test/BARROWS GOLDENEYE/5.jpg,61
BAY-BREASTED WARBLER,test/BAY-BREASTED WARBLER/1.jpg,62
BAY-BREASTED WARBLER,test/BAY-BREASTED WARBLER/2.jpg,62
BAY-BREASTED WARBLER,test/BAY-BREASTED WARBLER/3.jpg,62
BAY-BREASTED WARBLER,test/BAY-BREASTED WARBLER/4.jpg,62
BAY-BREASTED WARBLER,test/BAY-BREASTED WARBLER/5.jpg,62
BEARDED BARBET,test/BEARDED BARBET/1.jpg,63
BEARDED BARBET,test/BEARDED BARBET/2.jpg,63
BEARDED BARBET,test/BEARDED BARBET/3.jpg,63
BEARDED BARBET,test/BEARDED BARBET/4.jpg,63
BEARDED BARBET,test/BEARDED BARBET/5.jpg,63
BEARDED BELLBIRD,test/BEARDED BELLBIRD/1.jpg,64
BEARDED BELLBIRD,test/BEARDED BELLBIRD/2.jpg,64
BEARDED BELLBIRD,test/BEARDED BELLBIRD/3.jpg,64
BEARDED BELLBIRD,test/BEARDED BELLBIRD/4.jpg,64
BEARDED BELLBIRD,test/BEARDED BELLBIRD/5.jpg,64
BEARDED REEDLING,test/BEARDED REEDLING/1.jpg,65
BEARDED REEDLING,test/BEARDED REEDLING/2.jpg,65
BEARDED REEDLING,test/BEARDED REEDLING/3.jpg,65
BEARDED REEDLING,test/BEARDED REEDLING/4.jpg,65
BEARDED REEDLING,test/BEARDED REEDLING/5.jpg,65
BELTED KINGFISHER,test/BELTED KINGFISHER/1.jpg,66
BELTED KINGFISHER,test/BELTED KINGFISHER/2.jpg,66
BELTED KINGFISHER,test/BELTED KINGFISHER/3.jpg,66
BELTED KINGFISHER,test/BELTED KINGFISHER/4.jpg,66
BELTED KINGFISHER,test/BELTED KINGFISHER/5.jpg,66
BIRD OF PARADISE,test/BIRD OF PARADISE/1.jpg,67
BIRD OF PARADISE,test/BIRD OF PARADISE/2.jpg,67
BIRD OF PARADISE,test/BIRD OF PARADISE/3.jpg,67
BIRD OF PARADISE,test/BIRD OF PARADISE/4.jpg,67
BIRD OF PARADISE,test/BIRD OF PARADISE/5.jpg,67
BLACK & YELLOW BROADBILL,test/BLACK & YELLOW BROADBILL/1.jpg,68
BLACK & YELLOW BROADBILL,test/BLACK & YELLOW BROADBILL/2.jpg,68
BLACK & YELLOW BROADBILL,test/BLACK & YELLOW BROADBILL/3.jpg,68
BLACK & YELLOW BROADBILL,test/BLACK & YELLOW BROADBILL/4.jpg,68
BLACK & YELLOW BROADBILL,test/BLACK & YELLOW BROADBILL/5.jpg,68
BLACK BAZA,test/BLACK BAZA/1.jpg,69
BLACK BAZA,test/BLACK BAZA/2.jpg,69
BLACK BAZA,test/BLACK BAZA/3.jpg,69
BLACK BAZA,test/BLACK BAZA/4.jpg,69
BLACK BAZA,test/BLACK BAZA/5.jpg,69
BLACK COCKATO,test/BLACK COCKATO/1.jpg,70
BLACK COCKATO,test/BLACK COCKATO/2.jpg,70
BLACK COCKATO,test/BLACK COCKATO/3.jpg,70
BLACK COCKATO,test/BLACK COCKATO/4.jpg,70
BLACK COCKATO,test/BLACK COCKATO/5.jpg,70
BLACK FRANCOLIN,test/BLACK FRANCOLIN/1.jpg,71
BLACK FRANCOLIN,test/BLACK FRANCOLIN/2.jpg,71
BLACK FRANCOLIN,test/BLACK FRANCOLIN/3.jpg,71
BLACK FRANCOLIN,test/BLACK FRANCOLIN/4.jpg,71
BLACK FRANCOLIN,test/BLACK FRANCOLIN/5.jpg,71
BLACK SKIMMER,test/BLACK SKIMMER/1.jpg,72
BLACK SKIMMER,test/BLACK SKIMMER/2.jpg,72
BLACK SKIMMER,test/BLACK SKIMMER/3.jpg,72
BLACK SKIMMER,test/BLACK SKIMMER/4.jpg,72
BLACK SKIMMER,test/BLACK SKIMMER/5.jpg,72
BLACK SWAN,test/BLACK SWAN/1.jpg,73
BLACK SWAN,test/BLACK SWAN/2.jpg,73
BLACK SWAN,test/BLACK SWAN/3.jpg,73
BLACK SWAN,test/BLACK SWAN/4.jpg,73
BLACK SWAN,test/BLACK SWAN/5.jpg,73
BLACK TAIL CRAKE,test/BLACK TAIL CRAKE/1.jpg,74
BLACK TAIL CRAKE,test/BLACK TAIL CRAKE/2.jpg,74
BLACK TAIL CRAKE,test/BLACK TAIL CRAKE/3.jpg,74
BLACK TAIL CRAKE,test/BLACK TAIL CRAKE/4.jpg,74
BLACK TAIL CRAKE,test/BLACK TAIL CRAKE/5.jpg,74
BLACK THROATED BUSHTIT,test/BLACK THROATED BUSHTIT/1.jpg,75
BLACK THROATED BUSHTIT,test/BLACK THROATED BUSHTIT/2.jpg,75
BLACK THROATED BUSHTIT,test/BLACK THROATED BUSHTIT/3.jpg,75
BLACK THROATED BUSHTIT,test/BLACK THROATED BUSHTIT/4.jpg,75
BLACK THROATED BUSHTIT,test/BLACK THROATED BUSHTIT/5.jpg,75
BLACK THROATED WARBLER,test/BLACK THROATED WARBLER/1.jpg,76
BLACK THROATED WARBLER,test/BLACK THROATED WARBLER/2.jpg,76
BLACK THROATED WARBLER,test/BLACK THROATED WARBLER/3.jpg,76
BLACK THROATED WARBLER,test/BLACK THROATED WARBLER/4.jpg,76
BLACK THROATED WARBLER,test/BLACK THROATED WARBLER/5.jpg,76
BLACK VENTED SHEARWATER,test/BLACK VENTED SHEARWATER/1.jpg,77
BLACK VENTED SHEARWATER,test/BLACK VENTED SHEARWATER/2.jpg,77
BLACK VENTED SHEARWATER,test/BLACK VENTED SHEARWATER/3.jpg,77
BLACK VENTED SHEARWATER,test/BLACK VENTED SHEARWATER/4.jpg,77
BLACK VENTED SHEARWATER,test/BLACK VENTED SHEARWATER/5.jpg,77
BLACK VULTURE,test/BLACK VULTURE/1.jpg,78
BLACK VULTURE,test/BLACK VULTURE/2.jpg,78
BLACK VULTURE,test/BLACK VULTURE/3.jpg,78
BLACK VULTURE,test/BLACK VULTURE/4.jpg,78
BLACK VULTURE,test/BLACK VULTURE/5.jpg,78
BLACK-CAPPED CHICKADEE,test/BLACK-CAPPED CHICKADEE/1.jpg,79
BLACK-CAPPED CHICKADEE,test/BLACK-CAPPED CHICKADEE/2.jpg,79
BLACK-CAPPED CHICKADEE,test/BLACK-CAPPED CHICKADEE/3.jpg,79
BLACK-CAPPED CHICKADEE,test/BLACK-CAPPED CHICKADEE/4.jpg,79
BLACK-CAPPED CHICKADEE,test/BLACK-CAPPED CHICKADEE/5.jpg,79
BLACK-NECKED GREBE,test/BLACK-NECKED GREBE/1.jpg,80
BLACK-NECKED GREBE,test/BLACK-NECKED GREBE/2.jpg,80
